race_id,election_date,office,jurisdiction,candidate_name,role,documented_topics,policy_statements,campaign_frames,other_or_unspecified_statements,evidence,interpretation_limit
race-a0ccc13a066fcae2bee5,2026-08-04,State Representative,District 26,Dylan Wegela,endorsed,healthcare,1,0,0,"[{""excerpt_id"": ""ex-hd-32-dylan-wegela"", ""topic"": ""healthcare"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate-attributed retained text; prompts, navigation, reporter narration, and neighboring candidates are excluded. | Quote occurs in the retained candidate-associated campaign-authored platform or statement at paragraph 20; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded."", ""quote"": ""Guarantee quality healthcare for every Michigander"", ""source_url"": ""https://dylanwegela.com/"", ""locator"": ""paragraph 20"", ""source_type"": ""campaign_website"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a0d0079bd79eae1cceb4,2026-08-11,US House,District 3,Emily Berge,endorsed,education,1,0,0,"[{""excerpt_id"": ""ex-wi3-berge-public-schools"", ""topic"": ""education"", ""kind"": ""policy_position"", ""claim_summary"": ""Campaign-authored policy language from the election-day archive."", ""quote"": ""Protect and fully fund public schools"", ""source_url"": ""https://www.bergeforcongress.com/issues/"", ""locator"": ""paragraph 67"", ""source_type"": """", ""timing"": ""verified_archive_capture""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a0d0079bd79eae1cceb4,2026-08-11,US House,District 3,Rebecca Cooke,opponent,education,1,0,0,"[{""excerpt_id"": ""ex-wi3-cooke-public-schools"", ""topic"": ""education"", ""kind"": ""policy_position"", ""claim_summary"": ""First-person campaign priority explicitly addressing distribution of school-district funding; retained quote is 18 words."", ""quote"": ""redistribute funding where it needs to be (i.e. poorest districts currently get the least, should get the most)"", ""source_url"": ""https://cookeforwisconsin.com/priorities/"", ""locator"": ""paragraph 76"", ""source_type"": """", ""timing"": ""verified_archive_capture""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a15fa79529a2d8246fd8,2020-06-23,US House,District 14,Alexandria Ocasio-Cortez,endorsed,economic_policy | justice_and_public_safety,2,0,0,"[{""excerpt_id"": ""ny20-aoc-relief-design"", ""topic"": ""economic_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Criticizes the structure of PPP relief as favoring large financial interests over small businesses. This is not a statement opposing every pandemic relief package."", ""quote"": ""it is structured to benefit Wall Street, the wealthy and the rich"", ""source_url"": ""https://ny1.com/nyc/all-boroughs/news/2020/06/03/ocasio-cortez-faces-first-reelection-test-after-two-years-of-being-national-face-of-progressives"", ""locator"": ""paragraph 161"", ""source_type"": ""candidate_debate_report"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""ny20-aoc-police-budget"", ""topic"": ""public_safety"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports reducing the NYPD budget and links that spending to forgone investments in education and public housing. No opponent's policing stance is inferred from reporter summaries."", ""quote"": ""The reduction of our NYPD budget"", ""source_url"": ""https://ny1.com/nyc/all-boroughs/news/2020/06/05/alexandria-ocasio-cortez-michelle-caruso-cabrera-badrun-khan-14th-congressional-district-virtual-ny1-debate-"", ""locator"": ""paragraph 163"", ""source_type"": ""candidate_debate_report"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a15fa79529a2d8246fd8,2020-06-23,US House,District 14,Badrun N. Khan,opponent,campaign_strategy_and_framing | social_welfare,1,1,0,"[{""excerpt_id"": ""ex-hd-09-badrun-n-khan"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Candidate-attributed retained text; prompts, navigation, reporter narration, and neighboring candidates are excluded. | Quote occurs in the retained candidate-associated candidate campaign framing at paragraph 16; navigation, prompts, reporter narration, endorsement text, and other candidates are excluded."", ""quote"": ""We Have to Fix The Broken Healthcare System"", ""source_url"": ""https://web.archive.org/web/20200616200312id_/https://badrunkhan.com/issues"", ""locator"": ""paragraph 16"", ""source_type"": ""archived_campaign_policy_page"", ""timing"": ""verified_archive_capture""}, {""excerpt_id"": ""ny20-khan-ubi"", ""topic"": ""social_welfare"", ""kind"": ""policy_position"", ""claim_summary"": ""Calls for universal basic income in the pandemic context. This quotation is not compared to an invented AOC rejection of the proposal."", ""quote"": ""universal basic income, UBI"", ""source_url"": ""https://ny1.com/nyc/all-boroughs/news/2020/06/03/ocasio-cortez-faces-first-reelection-test-after-two-years-of-being-national-face-of-progressives"", ""locator"": ""paragraph 172"", ""source_type"": ""candidate_statement_report"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a15fa79529a2d8246fd8,2020-06-23,US House,District 14,Michelle Caruso-Cabrera,opponent,economic_policy,1,0,0,"[{""excerpt_id"": ""ny20-caruso-relief"", ""topic"": ""economic_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Says she would have supported the relief bill under discussion and would work with Speaker Pelosi on another stimulus package."", ""quote"": ""I would have voted for that bill"", ""source_url"": ""https://ny1.com/nyc/all-boroughs/news/2020/06/05/alexandria-ocasio-cortez-michelle-caruso-cabrera-badrun-khan-14th-congressional-district-virtual-ny1-debate-"", ""locator"": ""paragraph 167"", ""source_type"": ""candidate_debate_report"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a392fccdcf3d58c3c5a9,2025-08-05,City Council,Ward 6 (Tucson),James Sinex,opponent,campaign_strategy_and_framing | climate_environment,1,2,0,"[{""excerpt_id"": ""az25-sinex-ideas"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Describes an ideas-first campaign, including proposed municipal solar infrastructure."", ""quote"": ""I’m running an ideas-first campaign"", ""source_url"": ""https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/"", ""locator"": ""paragraph 102"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publisher_revision_date""}, {""excerpt_id"": ""az25-sinex-solar"", ""topic"": ""climate_energy"", ""kind"": ""policy_position"", ""claim_summary"": ""Proposes extensive municipal solar installations as a way to turn energy costs into public resources. Financial feasibility is not independently established."", ""quote"": ""putting solar panels on everything that the government does"", ""source_url"": ""https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/"", ""locator"": ""paragraph 166"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publisher_revision_date""}, {""excerpt_id"": ""az25-sinex-homelessness-frame"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Expresses skepticism about promises to eliminate homelessness entirely. This is not coded as opposition to helping unhoused people."", ""quote"": ""Homelessness is older than the written word."", ""source_url"": ""https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/"", ""locator"": ""paragraph 197"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publisher_revision_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a392fccdcf3d58c3c5a9,2025-08-05,City Council,Ward 6 (Tucson),"Leighton H. Rockafellow, Jr.",opponent,campaign_strategy_and_framing | transportation,1,2,0,"[{""excerpt_id"": ""az25-rockafellow-rta"", ""topic"": ""transportation"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports RTA Next as a funding opportunity for transit and pedestrian infrastructure in the July2025 interview."", ""quote"": ""encouraging voters to pass RTA Next"", ""source_url"": ""https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/"", ""locator"": ""paragraph 213"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publisher_revision_date""}, {""excerpt_id"": ""az25-rockafellow-budget"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Argues that additional projects should wait for available funds rather than divert money from core services during budget shortfalls."", ""quote"": ""should not be taken away from those core services"", ""source_url"": ""https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/"", ""locator"": ""paragraph 155"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publisher_revision_date""}, {""excerpt_id"": ""az25-rockafellow-homelessness-frame"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Calls homelessness an urgent crisis and links street homelessness to property crime in his statement. That causal generalization is attributed, not adopted as this study's finding."", ""quote"": ""are having to turn to crime, property crime and theft"", ""source_url"": ""https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/"", ""locator"": ""paragraph 191"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publisher_revision_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a392fccdcf3d58c3c5a9,2025-08-05,City Council,Ward 6 (Tucson),Miranda Schubert,endorsed,campaign_strategy_and_framing | transportation,1,3,0,"[{""excerpt_id"": ""az25-schubert-rta-draft"", ""topic"": ""transportation"", ""kind"": ""policy_position"", ""claim_summary"": ""Opposes the then-current December2024 draft, criticizing its priorities and distribution. The statement is not treated as a position on every later version."", ""quote"": ""I cannot support the current RTA Next plan"", ""source_url"": ""https://azluminaria.org/2024/12/26/should-the-rta-tax-be-extended-3-residents-share-their-transit-visions-for-pima-county/"", ""locator"": ""paragraph 122"", ""source_type"": ""candidate_op_ed_quotation"", ""timing"": ""verified_publisher_revision_date""}, {""excerpt_id"": ""az25-schubert-organizing"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Presents community organizing and knowledge of local decision-making constraints as the basis of her candidacy."", ""quote"": ""the perspective of a community organizer"", ""source_url"": ""https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/"", ""locator"": ""paragraph 95"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publisher_revision_date""}, {""excerpt_id"": ""az25-schubert-budget"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Frames public investment choices as expressions of values and priorities; this quote alone does not establish a complete appropriation schedule."", ""quote"": ""it’s a moral document"", ""source_url"": ""https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/"", ""locator"": ""paragraph 150"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publisher_revision_date""}, {""excerpt_id"": ""az25-schubert-homelessness-frame"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Emphasizes providing places for unhoused residents rather than leaving them without a permissible place to exist."", ""quote"": ""we need to offer people a place to be"", ""source_url"": ""https://azluminaria.org/2025/07/10/tucson-ward-6-city-council-election-2025/"", ""locator"": ""paragraph 187"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publisher_revision_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a493243e3fd4b72b829f,2026-06-16,Mayor,District of Columbia,Ernest E. Johnson,opponent,cost_of_living,1,0,0,"[{""excerpt_id"": ""exc-hist-a-14-031"", ""topic"": ""cost_of_living"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate questionnaire answer; timing remains unverified."", ""quote"": ""lower the cost of living by auditing development deals, stopping waste"", ""source_url"": ""https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-ernest-johnson"", ""locator"": ""paragraph 104"", ""source_type"": ""questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a493243e3fd4b72b829f,2026-06-16,Mayor,District of Columbia,Gary Goodweather,opponent,housing,1,0,0,"[{""excerpt_id"": ""exc-hist-a-14-032"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate questionnaire answer; timing remains unverified."", ""quote"": ""tackling housing costs through increased production of multi-generational homes"", ""source_url"": ""https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-gary-goodweather"", ""locator"": ""paragraph 100"", ""source_type"": ""candidate_interview | questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a493243e3fd4b72b829f,2026-06-16,Mayor,District of Columbia,Hope Solomon,opponent,governance,0,1,0,"[{""excerpt_id"": ""exc-hist-a-14-033"", ""topic"": ""governance"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Candidate-controlled campaign page; timing remains unverified."", ""quote"": ""fix the ones we already live with every day - trash, rats, snow removal, public safety, permits, 911 response"", ""source_url"": ""https://hopefordc.com/"", ""locator"": ""paragraph 30"", ""source_type"": ""campaign_website"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a493243e3fd4b72b829f,2026-06-16,Mayor,District of Columbia,Janeese Lewis George,endorsed,housing,1,0,0,"[{""excerpt_id"": ""exc-hist-a-14-034"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate-controlled platform; timing remains unverified."", ""quote"": ""strengthen and expand DC’s rent stabilization program"", ""source_url"": ""https://janeesefordc.com/platform/homes-for-all"", ""locator"": ""paragraph 41"", ""source_type"": ""official_campaign_page"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a493243e3fd4b72b829f,2026-06-16,Mayor,District of Columbia,Kenyan R. McDuffie,opponent,housing,1,0,0,"[{""excerpt_id"": ""exc-hist-a-14-035"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate questionnaire answer; timing remains unverified."", ""quote"": ""fast-track the 6,000 homes planned for the site, including the 30% affordable units"", ""source_url"": ""https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-kenyan-mcduffie"", ""locator"": ""paragraph 140"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a493243e3fd4b72b829f,2026-06-16,Mayor,District of Columbia,Rini Sampath,opponent,housing,1,0,0,"[{""excerpt_id"": ""exc-hist-a-14-036"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate questionnaire answer; timing remains unverified."", ""quote"": ""enforce tenant protections aggressively, crack down on predatory junk fees and illegal rent increases"", ""source_url"": ""https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-rini-sampath"", ""locator"": ""paragraph 153"", ""source_type"": ""candidate_interview | candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a493243e3fd4b72b829f,2026-06-16,Mayor,District of Columbia,"Vincent Orange (""VO"")",opponent,housing,1,0,0,"[{""excerpt_id"": ""exc-hist-a-14-037"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate questionnaire answer; timing remains unverified."", ""quote"": ""accelerate affordable housing production through the Housing Production Trust Fund and partnerships"", ""source_url"": ""https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-vincent-orange"", ""locator"": ""paragraph 164"", ""source_type"": ""candidate_questionnaire | questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a4cb4c786c15bc1f06d5,2026-06-23,County Council,District 9 (Prince George's County),Imara Crooms,endorsed,development,1,0,0,"[{""excerpt_id"": ""ex-hb14-crooms-development"", ""topic"": ""development"", ""kind"": ""policy_position"", ""claim_summary"": ""Direct candidate Q&A answer. Source association and canonical role come from the cached packet and were semantically checked; this is not independent ballot verification."", ""quote"": ""no development occurs without adequate public facilities to support it"", ""source_url"": ""https://pgproudmag.com/2026/04/23/candidate-qa-8-questions-with-imara-crooms"", ""locator"": ""paragraph 26"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a4cb4c786c15bc1f06d5,2026-06-23,County Council,District 9 (Prince George's County),Leslye Dwight,opponent,development,1,0,0,"[{""excerpt_id"": ""ex-hb14-dwight-development"", ""topic"": ""development"", ""kind"": ""policy_position"", ""claim_summary"": ""Campaign priority. Source association and canonical role come from the cached packet and were semantically checked; this is not independent ballot verification."", ""quote"": ""development that reflects community culture, needs, and wealth"", ""source_url"": ""https://www.leslyedwight.com/priorities"", ""locator"": ""paragraph 47"", ""source_type"": ""policy_page"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a4cb4c786c15bc1f06d5,2026-06-23,County Council,District 9 (Prince George's County),Lolita E. Walker,opponent,development,1,0,0,"[{""excerpt_id"": ""ex-hb14-walker-development"", ""topic"": ""development"", ""kind"": ""policy_position"", ""claim_summary"": ""Direct candidate Q&A answer. Source association and canonical role come from the cached packet and were semantically checked; this is not independent ballot verification."", ""quote"": ""development occurs, it should align with infrastructure, environmental considerations, and community priorities"", ""source_url"": ""https://pgproudmag.com/2026/04/22/candidate-qa-8-questions-with-lolita-e-walker"", ""locator"": ""paragraph 41"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a4cb4c786c15bc1f06d5,2026-06-23,County Council,District 9 (Prince George's County),Sequan Swint,opponent,governance,1,0,0,"[{""excerpt_id"": ""ex-hbr-pg9-sequan-infrastructure"", ""topic"": ""governance"", ""kind"": ""policy_position"", ""claim_summary"": ""The quote appears on Sequan Swint’s candidate-owned site under “The Four Pillars” and the “Infrastructure Accountability” heading. Navigation, fundraising language, and neighboring issue pillars are excluded."", ""quote"": ""Launching the District 9 Audit Squad to verify 311 repairs."", ""source_url"": ""https://friendsofsequanswint.com/"", ""locator"": ""paragraph 21"", ""source_type"": ""candidate_campaign_platform"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a4cb4c786c15bc1f06d5,2026-06-23,County Council,District 9 (Prince George's County),Sherman Hardy,opponent,development,1,0,0,"[{""excerpt_id"": ""ex-hb14-hardy-development"", ""topic"": ""development"", ""kind"": ""policy_position"", ""claim_summary"": ""Direct candidate Q&A answer. Source association and canonical role come from the cached packet and were semantically checked; this is not independent ballot verification."", ""quote"": ""development does not outpace roads, schools, and services"", ""source_url"": ""https://pgproudmag.com/2026/04/17/candidate-qa-8-questions-with-sherman-hardy"", ""locator"": ""paragraph 26"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a4cb4c786c15bc1f06d5,2026-06-23,County Council,District 9 (Prince George's County),Tamara Davis Brown,opponent,development,1,0,0,"[{""excerpt_id"": ""ex-hb14-brown-development"", ""topic"": ""development"", ""kind"": ""policy_position"", ""claim_summary"": ""Direct candidate Q&A answer. Source association and canonical role come from the cached packet and were semantically checked; this is not independent ballot verification."", ""quote"": ""refocus its development upward near our Metro 15 stations"", ""source_url"": ""https://pgproudmag.com/2026/05/05/candidate-qa-8-questions-with-tamara-davis-brown"", ""locator"": ""paragraph 33"", ""source_type"": ""candidate_questionnaire | questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a4f6ebb856fb4c3cc6a2,2020-03-17,US House,District 7,Anthony Clark,endorsed,campaign_strategy_and_framing | climate_environment | healthcare | housing | labor_economy,4,2,0,"[{""excerpt_id"": ""il20-clark-health"", ""topic"": ""healthcare"", ""kind"": ""policy_position"", ""claim_summary"": ""Names Medicare for All as a human right within a linked economic-equality agenda."", ""quote"": ""Medicare 4 All"", ""source_url"": ""https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark"", ""locator"": ""paragraph 96"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""il20-clark-climate"", ""topic"": ""climate_energy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports a Green New Deal; this answer does not supply every implementation detail."", ""quote"": ""a Green New Deal"", ""source_url"": ""https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark"", ""locator"": ""paragraph 96"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""il20-clark-priority"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Presents economic inequality as the root linking housing, health, violence, education and environmental problems."", ""quote"": ""Economic inequality is the most pressing issue"", ""source_url"": ""https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark"", ""locator"": ""paragraph 94"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""il20-clark-strategy"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Frames the congressional seat as a vehicle for coalition building and collective working-class representation rather than individual advancement."", ""quote"": ""utilize the seat as a vehicle"", ""source_url"": ""https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark"", ""locator"": ""paragraph 92"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""il20-clark-jobs"", ""topic"": ""labor_economy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports a federal jobs guarantee as part of an interconnected economic program."", ""quote"": ""Federal Jobs Guarantee"", ""source_url"": ""https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark"", ""locator"": ""paragraph 96"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""il20-clark-housing"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Names a Homes Guarantee; this passage alone does not specify its complete financing or delivery design."", ""quote"": ""Homes Guarantee"", ""source_url"": ""https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark"", ""locator"": ""paragraph 96"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a4f6ebb856fb4c3cc6a2,2020-03-17,US House,District 7,Danny K. Davis,opponent,campaign_strategy_and_framing | climate_environment | healthcare | labor_economy,3,2,0,"[{""excerpt_id"": ""il20-davis-health"", ""topic"": ""healthcare"", ""kind"": ""policy_position"", ""claim_summary"": ""Explicitly supports Medicare for All, not merely defending the ACA."", ""quote"": ""making health care a right with Medicare-for-All"", ""source_url"": ""https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/danny-k-davis"", ""locator"": ""paragraph 91"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""il20-davis-climate"", ""topic"": ""climate_energy"", ""kind"": ""policy_position"", ""claim_summary"": ""Explicitly supports a Green New Deal."", ""quote"": ""addressing global climate change with a Green New Deal"", ""source_url"": ""https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/danny-k-davis"", ""locator"": ""paragraph 92"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""il20-davis-priority"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Answers the most-pressing-issue question by emphasizing economic and social inequality and naming healthcare, climate, college, childcare and wage remedies."", ""quote"": ""vast economic and social inequality"", ""source_url"": ""https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/danny-k-davis"", ""locator"": ""paragraph 101"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""il20-davis-strategy"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Campaigns on an established progressive record and repeated electoral support as evidence of representation."", ""quote"": ""my record as a progressive"", ""source_url"": ""https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/danny-k-davis"", ""locator"": ""paragraph 97"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""il20-davis-wage"", ""topic"": ""labor_economy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports a $15 minimum wage as an inequality-reduction measure."", ""quote"": ""a $15 minimum wage"", ""source_url"": ""https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/danny-k-davis"", ""locator"": ""paragraph 101"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-a4f6ebb856fb4c3cc6a2,2020-03-17,US House,District 7,Kina Collins,opponent,campaign_strategy_and_framing | healthcare,2,2,0,"[{""excerpt_id"": ""ex-hist-e-37-0026"", ""topic"": ""healthcare"", ""kind"": ""policy_position"", ""claim_summary"": ""Prioritizes gun-violence prevention through trauma-informed education, mental-health services and flexible community funding."", ""quote"": ""critical investments to be made in trauma-informed education, mental health services"", ""source_url"": ""https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kina-collins"", ""locator"": ""paragraph 93"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""il20-collins-health"", ""topic"": ""healthcare"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports single-payer Medicare for All and describes previous organizing for it."", ""quote"": ""a single-payer Medicare for All system"", ""source_url"": ""https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kina-collins"", ""locator"": ""paragraph 94"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""il20-collins-priority"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Centers gun-violence prevention as a public-health and social-justice priority; the complete answer also identifies healthcare and criminal-justice reform."", ""quote"": ""a core component of my fight for social justice"", ""source_url"": ""https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kina-collins"", ""locator"": ""paragraph 93"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""il20-collins-funding"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Says the campaign rejects corporate funding. This is a stated campaign commitment, not an independent finance audit."", ""quote"": ""will not accept a single penny from corporations"", ""source_url"": ""https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kina-collins"", ""locator"": ""paragraph 82"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
