comparison_id,race_id,election_date,topic,relationship,analysis,review_method,timing_status,candidate_name,candidate_excerpt_id,candidate_quote,candidate_source_url,candidate_publication_date,candidate_locators,candidate_source_sha256,candidate_timing_status,opponent_name,opponent_excerpt_id,opponent_quote,opponent_source_url,opponent_publication_date,opponent_locators,opponent_source_sha256,opponent_timing_status,representation_kind,comparison_scope,election_timing,candidate_source_speaker_name,candidate_archive_url,candidate_capture_date,candidate_reviewed_locator,candidate_ballot_name,candidate_ballot_party,candidate_identity_resolution,candidate_identity_evidence_ids,candidate_identity_review_notes,opponent_source_speaker_name,opponent_archive_url,opponent_capture_date,opponent_reviewed_locator,opponent_ballot_name,opponent_ballot_party,opponent_identity_resolution,opponent_identity_evidence_ids,opponent_identity_review_notes,identity_resolution,identity_caveat,candidate_publication_month,candidate_source_type,opponent_publication_month,opponent_source_type,timing_caveat
ma20-uyterhoeven-sharp-state-payer,race-3c627e0363e4b2564075,2020-09-01,healthcare,explicit_disagreement,Uyterhoeven supports a Massachusetts single-payer system; Sharp explicitly answers no to that state-level proposal while supporting federal single payer. The disagreement must not be generalized into Sharp opposing single payer at every level.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Erika Uyterhoeven,ma20-uyterhoeven-state-payer,"We need a single payer, Medicare-for-all system in Massachusetts",https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Erika-Uyterhoeven.pdf,,paragraph 15,2cff20425e1ec5a6aeab36f02d9119981a4fab8a7f23a14776fd02e8fa4436f3,pre_primary_time_unverified,Catia Sharp,ma20-sharp-state-payer,NO. I support federal single payer,https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Catia-Sharp.pdf,,paragraph 15,cf71559b744c485d435b882b8173f3a691707c90317370e65ea40fb8a83cb19f,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ma20-uyterhoeven-sharp-housing,race-3c627e0363e4b2564075,2020-09-01,housing,different_emphasis,"Uyterhoeven foregrounds rent-control authority and public investment; Sharp foregrounds housing supply and transit-oriented development. Both also support tenant protections and transit-area multifamily housing, so these are not mutually exclusive platforms.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Erika Uyterhoeven,ma20-uyterhoeven-housing,end the ban on rent control,https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Erika-Uyterhoeven.pdf,,paragraph 17,2cff20425e1ec5a6aeab36f02d9119981a4fab8a7f23a14776fd02e8fa4436f3,pre_primary_time_unverified,Catia Sharp,ma20-sharp-housing,The long-term solution is simple: build more housing.,https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Catia-Sharp.pdf,,paragraph 17,cf71559b744c485d435b882b8173f3a691707c90317370e65ea40fb8a83cb19f,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ma20-uyterhoeven-sharp-strategy,race-3c627e0363e4b2564075,2020-09-01,campaign_approach,different_strategy,"Uyterhoeven emphasizes grassroots accountability and changing who state government serves; Sharp emphasizes internal cultural reform, shared understandings and program evaluation.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Erika Uyterhoeven,ma20-uyterhoeven-strategy,to make the State House the people’s house,https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Erika-Uyterhoeven.pdf,,paragraph 3,2cff20425e1ec5a6aeab36f02d9119981a4fab8a7f23a14776fd02e8fa4436f3,pre_primary_time_unverified,Catia Sharp,ma20-sharp-strategy,reform the system from the inside out,https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Catia-Sharp.pdf,,paragraph 3,cf71559b744c485d435b882b8173f3a691707c90317370e65ea40fb8a83cb19f,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ma20-callahan-barber-state-payer,race-ed78b96c6f3c0fcafb06,2020-09-01,healthcare,shared_position,"Both explicitly support Massachusetts single payer. Barber's additional public-option proposal is described as a step toward it, not a repudiation of it.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Anna Callahan,ma20-callahan-state-payer,a Medicare for All-type system at the state level,https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Anna-Callahan.pdf,,paragraph 14,41c66c88eceb079653b17295d39bc30ec20ec5569b964195c4f5c0a2c9bda93c,pre_primary_time_unverified,Christine P. Barber,ma20-barber-state-payer,I support single payer health care,https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Christine-Barber.pdf,,paragraph 13,4128f531c6a1a848a81eb39d1f7e24ac289c14d6a353b600e4f3b09dd949a370,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ma20-callahan-barber-health-route,race-ed78b96c6f3c0fcafb06,2020-09-01,healthcare,different_strategy,"Callahan emphasizes organizing a statewide single-payer movement; Barber names a MassHealth buy-in public option as an interim route. Callahan also says she accepts useful incremental bills, so this is not an uncompromising-versus-pragmatic binary.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Anna Callahan,ma20-callahan-health-route,I intend to build the movement across the state,https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Anna-Callahan.pdf,,paragraph 14,41c66c88eceb079653b17295d39bc30ec20ec5569b964195c4f5c0a2c9bda93c,pre_primary_time_unverified,Christine P. Barber,ma20-barber-health-route,"a public option, Masshealth buy-in program",https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Christine-Barber.pdf,,paragraph 13,4128f531c6a1a848a81eb39d1f7e24ac289c14d6a353b600e4f3b09dd949a370,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ma20-callahan-barber-housing,race-ed78b96c6f3c0fcafb06,2020-09-01,housing,different_mechanism,"Callahan foregrounds social housing and land trusts; Barber foregrounds zoning, accessibility and tenant protections. Both support tenant protections and housing production; omission is not opposition.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Anna Callahan,ma20-callahan-housing,social housing and community land trusts,https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Anna-Callahan.pdf,,paragraph 16,41c66c88eceb079653b17295d39bc30ec20ec5569b964195c4f5c0a2c9bda93c,pre_primary_time_unverified,Christine P. Barber,ma20-barber-housing,zone for multifamily housing,https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Christine-Barber.pdf,,paragraph 15,4128f531c6a1a848a81eb39d1f7e24ac289c14d6a353b600e4f3b09dd949a370,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ma20-callahan-barber-strategy,race-ed78b96c6f3c0fcafb06,2020-09-01,campaign_approach,different_emphasis,Callahan makes movement-building her leading governing strategy; Barber emphasizes legislative and advocacy coalitions that can pass policy. Both describe working with groups beyond the legislature.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Anna Callahan,ma20-callahan-strategy,movement building as my #1 priority,https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Anna-Callahan.pdf,,paragraph 3,41c66c88eceb079653b17295d39bc30ec20ec5569b964195c4f5c0a2c9bda93c,pre_primary_time_unverified,Christine P. Barber,ma20-barber-strategy,keeping people with different goals working together,https://www.progressivemass.com/wp-content/uploads/2021/03/2020_House_Christine-Barber.pdf,,paragraph 3,4128f531c6a1a848a81eb39d1f7e24ac289c14d6a353b600e4f3b09dd949a370,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
pa20-saval-farnese-rent,race-2812e849ff7ef05c62d9,2020-06-02,housing,different_emphasis,"Saval proposes rent stabilization directly; Farnese favors considering rent control after public debate and design work. The latter is a qualified deliberative position, not explicit opposition.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Nikil Saval,pa20-saval-rent,right to counsel and rent stabilization,https://phila2ndward.org/candidates/nikil-saval-qna/,2020-04-22,paragraph 30,174716f99dd61abb06af909da185fd01e324f5fd569bb2c5449eac5e029a3920,pre_primary_time_unverified,Larry Farnese,pa20-farnese-rent,an idea that deserves consideration,https://phila2ndward.org/candidates/larry-farnese-qna/,2020-04-22,paragraph 34,b7c0d615d4cfec1d2f0d2e7de1f6810092b5de1a7bf8b48e30f188c4990b4f18,verified_publisher_revision_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
pa20-saval-farnese-land-trusts,race-2812e849ff7ef05c62d9,2020-06-02,housing,shared_position,"Both support community land trusts, with Saval specifying public acquisition and restricted-affordability transfers and Farnese proposing growth incentives.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Nikil Saval,pa20-saval-land-trusts,rent-restricted or limited-equity properties to community land trusts,https://phila2ndward.org/candidates/nikil-saval-qna/,2020-04-22,paragraph 27,174716f99dd61abb06af909da185fd01e324f5fd569bb2c5449eac5e029a3920,pre_primary_time_unverified,Larry Farnese,pa20-farnese-land-trusts,Incentives to start and grow community land trusts,https://phila2ndward.org/candidates/larry-farnese-qna/,2020-04-22,paragraph 29,b7c0d615d4cfec1d2f0d2e7de1f6810092b5de1a7bf8b48e30f188c4990b4f18,verified_publisher_revision_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
pa20-saval-farnese-fracking,race-2812e849ff7ef05c62d9,2020-06-02,climate_energy,different_scope,"Saval endorses a fracking ban linked to worker-transition programs. Farnese supports a ban at least during review of permitting. The difference is its stated duration and conditions, not a simple pro-/anti-ban split.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Nikil Saval,pa20-saval-fracking,I support a ban on fracking.,https://phila2ndward.org/candidates/nikil-saval-qna/,2020-04-22,paragraph 67,174716f99dd61abb06af909da185fd01e324f5fd569bb2c5449eac5e029a3920,pre_primary_time_unverified,Larry Farnese,pa20-farnese-fracking,I would support a ban for now at least,https://phila2ndward.org/candidates/larry-farnese-qna/,2020-04-22,paragraph 110,b7c0d615d4cfec1d2f0d2e7de1f6810092b5de1a7bf8b48e30f188c4990b4f18,verified_publisher_revision_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
pa20-saval-farnese-consumption,race-2812e849ff7ef05c62d9,2020-06-02,public_health,different_scope,"Both support supervised consumption sites; Farnese explicitly requires host-community support before operation. Saval's answer does not state that condition, but its absence is not proof he rejects community consultation.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Nikil Saval,pa20-saval-consumption,I support safe consumption sites,https://phila2ndward.org/candidates/nikil-saval-qna/,2020-04-22,paragraph 37,174716f99dd61abb06af909da185fd01e324f5fd569bb2c5449eac5e029a3920,pre_primary_time_unverified,Larry Farnese,pa20-farnese-consumption,must have the support of their host community,https://phila2ndward.org/candidates/larry-farnese-qna/,2020-04-22,paragraph 56,b7c0d615d4cfec1d2f0d2e7de1f6810092b5de1a7bf8b48e30f188c4990b4f18,verified_publisher_revision_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
pa20-saval-farnese-ab5,race-2812e849ff7ef05c62d9,2020-06-02,labor,shared_position,Both support an AB5-style worker-classification law. Saval discusses negotiating clearer exemptions; Farnese says implementation is under review.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Nikil Saval,pa20-saval-ab5,I support a push to enact a version of it here,https://phila2ndward.org/candidates/nikil-saval-qna/,2020-04-22,paragraph 47,174716f99dd61abb06af909da185fd01e324f5fd569bb2c5449eac5e029a3920,pre_primary_time_unverified,Larry Farnese,pa20-farnese-ab5,"Yes, I support AB5.",https://phila2ndward.org/candidates/larry-farnese-qna/,2020-04-22,paragraph 84,b7c0d615d4cfec1d2f0d2e7de1f6810092b5de1a7bf8b48e30f188c4990b4f18,verified_publisher_revision_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
pa20-saval-farnese-wage,race-2812e849ff7ef05c62d9,2020-06-02,labor,different_scope,Saval specifies a $15 floor; Farnese gives a $12-15 range with inflation indexing. An exact Farnese endpoint or categorical rejection of $15 is not invented.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Nikil Saval,pa20-saval-wage,$15 an hour as a floor,https://phila2ndward.org/candidates/nikil-saval-qna/,2020-04-22,paragraph 45,174716f99dd61abb06af909da185fd01e324f5fd569bb2c5449eac5e029a3920,pre_primary_time_unverified,Larry Farnese,pa20-farnese-wage,$12-15 an hour,https://phila2ndward.org/candidates/larry-farnese-qna/,2020-04-22,paragraph 60,b7c0d615d4cfec1d2f0d2e7de1f6810092b5de1a7bf8b48e30f188c4990b4f18,verified_publisher_revision_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
pa20-saval-farnese-strategy,race-2812e849ff7ef05c62d9,2020-06-02,campaign_approach,different_strategy,"Saval emphasizes movement representation; Farnese emphasizes cross-party relationships and electing a Democratic majority. These are stated approaches, not measured effectiveness.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Nikil Saval,pa20-saval-strategy,represent movement power in Harrisburg,https://phila2ndward.org/candidates/nikil-saval-qna/,2020-04-22,paragraph 97,174716f99dd61abb06af909da185fd01e324f5fd569bb2c5449eac5e029a3920,pre_primary_time_unverified,Larry Farnese,pa20-farnese-strategy,develop relationships with senators on the other side of the aisle,https://phila2ndward.org/candidates/larry-farnese-qna/,2020-04-22,paragraph 115,b7c0d615d4cfec1d2f0d2e7de1f6810092b5de1a7bf8b48e30f188c4990b4f18,verified_publisher_revision_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
tx20-garza-moore-reform-frame,race-7ab35229d5841ad0bb44,2020-03-03,campaign_approach,different_emphasis,"Garza emphasizes the system's need for structural change; Moore emphasizes reform already implemented under her leadership. The evidence supports competing reform narratives, not the unqualified label that Moore opposes reform.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,José Garza,tx20-garza-reform-frame,our criminal justice system is broken,https://www.austinchronicle.com/news/how-much-reform-is-enough-in-the-travis-county-district-attorney-race-11675308/,2019-08-22,paragraph 254,97e0ec875c427ca118ccabbe0ea1d070e2850de807f7e1cf19a0247235bf6ed4,pre_primary_time_unverified,Margaret Moore,tx20-moore-reform-frame,utilizing reform tactics others are just beginning to use,https://www.austinchronicle.com/news/how-much-reform-is-enough-in-the-travis-county-district-attorney-race-11675308/,2019-08-22,paragraph 239,97e0ec875c427ca118ccabbe0ea1d070e2850de807f7e1cf19a0247235bf6ed4,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview,At least one authentic source has an unverified pre-primary publication/version.
tx20-garza-martinson-priorities,race-7ab35229d5841ad0bb44,2020-03-03,campaign_approach,different_emphasis,"Garza foregrounds unequal impacts across racial, economic and immigrant communities; Martinson foregrounds survivor justice and sexual-assault/domestic-violence handling. Both also discuss criminal-justice reform, so neither is assigned exclusive ownership of a concern.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,José Garza,tx20-garza-priorities,"people of color, working people and poor people, and immigrant families",https://www.austinchronicle.com/news/how-much-reform-is-enough-in-the-travis-county-district-attorney-race-11675308/,2019-08-22,paragraph 240,97e0ec875c427ca118ccabbe0ea1d070e2850de807f7e1cf19a0247235bf6ed4,pre_primary_time_unverified,Erin Martinson,tx20-martinson-priorities,domestic violence and sexual assault,https://www.austinchronicle.com/news/how-much-reform-is-enough-in-the-travis-county-district-attorney-race-11675308/,2019-08-22,paragraph 244,97e0ec875c427ca118ccabbe0ea1d070e2850de807f7e1cf19a0247235bf6ed4,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview,At least one authentic source has an unverified pre-primary publication/version.
ny22-forrest-alabi-health,race-a036ccb35ff1bcadc510,2022-06-28,healthcare,shared_position,Both support the New York Health Act. Different backgrounds and rhetorical styles do not establish a disagreement on this named healthcare proposal.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Phara Souffrant Forrest,ny22-forrest-health,I support the New York Health Act,https://lidbk.com/candidate-responses-2022-meeting-april-21st,,paragraph 289,2e8d8388bb1d596717d50ae69971737d944761db5bca2ac81b802b7b904d2efa,pre_primary_time_unverified,Olanike Alabi,ny22-alabi-health,Yes,https://lidbk.com/candidate-responses-2022-meeting-april-21st,,paragraph 248,2e8d8388bb1d596717d50ae69971737d944761db5bca2ac81b802b7b904d2efa,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ny22-forrest-alabi-good-cause,race-a036ccb35ff1bcadc510,2022-06-28,housing,shared_position,Both affirm Good Cause Eviction protections in their own responses.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Phara Souffrant Forrest,ny22-forrest-good-cause,I support Good Cause Eviction,https://lidbk.com/candidate-responses-2022-meeting-april-21st,,paragraph 289,2e8d8388bb1d596717d50ae69971737d944761db5bca2ac81b802b7b904d2efa,pre_primary_time_unverified,Olanike Alabi,ny22-alabi-good-cause,Yes,https://lidbk.com/candidate-responses-2022-meeting-april-21st,,paragraph 265,2e8d8388bb1d596717d50ae69971737d944761db5bca2ac81b802b7b904d2efa,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ny22-forrest-alabi-sex-work,race-a036ccb35ff1bcadc510,2022-06-28,criminal_justice,shared_position,Both support sex-work decriminalization; the shorter response is not treated as opposition or weaker commitment.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Phara Souffrant Forrest,ny22-forrest-sex-work,decriminalizing sex work,https://lidbk.com/candidate-responses-2022-meeting-april-21st,,paragraph 287,2e8d8388bb1d596717d50ae69971737d944761db5bca2ac81b802b7b904d2efa,pre_primary_time_unverified,Olanike Alabi,ny22-alabi-sex-work,Yes,https://lidbk.com/candidate-responses-2022-meeting-april-21st,,paragraph 246,2e8d8388bb1d596717d50ae69971737d944761db5bca2ac81b802b7b904d2efa,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ny22-forrest-alabi-crisis,race-a036ccb35ff1bcadc510,2022-06-28,public_safety,shared_position,Both answer yes to unarmed mental-health crisis response. This specific agreement does not imply identical positions on every policing issue.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Phara Souffrant Forrest,ny22-forrest-crisis,Yes.,https://lidbk.com/candidate-responses-2022-meeting-april-21st,,paragraph 303,2e8d8388bb1d596717d50ae69971737d944761db5bca2ac81b802b7b904d2efa,pre_primary_time_unverified,Olanike Alabi,ny22-alabi-crisis,Yes,https://lidbk.com/candidate-responses-2022-meeting-april-21st,,paragraph 256,2e8d8388bb1d596717d50ae69971737d944761db5bca2ac81b802b7b904d2efa,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
ny22-forrest-alabi-strategy,race-a036ccb35ff1bcadc510,2022-06-28,campaign_approach,different_emphasis,"Forrest emphasizes grassroots movement-building and solidarity; Alabi emphasizes practical, responsive leadership beyond ideology. Their common support for several named policies is preserved alongside this messaging contrast.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Phara Souffrant Forrest,ny22-forrest-strategy,fighting back as part of a multiracial grassroots movement,https://lidbk.com/candidate-responses-2022-meeting-april-21st,,paragraph 280,2e8d8388bb1d596717d50ae69971737d944761db5bca2ac81b802b7b904d2efa,pre_primary_time_unverified,Olanike Alabi,ny22-alabi-strategy,transcend ideology and make things happen,https://lidbk.com/candidate-responses-2022-meeting-april-21st,,paragraph 238,2e8d8388bb1d596717d50ae69971737d944761db5bca2ac81b802b7b904d2efa,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
va19-taeb-saslaw-housing-funding,race-5984c9799d268a401686,2019-06-11,housing,shared_position,"Both support state affordable-housing funding. The record does not establish identical funding levels or delivery models, and the current questionnaire edition retains an update-timing qualification.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Yasmine Parinaz Taeb,va19-taeb-housing-funding,increase statewide funding for affordable housing,https://ggwash.org/view/72118/virginias-35th-district-candidates-argue-about-dominion-energy-and-only-a-little-about-housing,2019-05-15,paragraph 50,7afbca80fd84b131649fdbf80e253e0add0d13ac289c066ecca3b523ef501629,verified_publication_date,Richard Lawrence Saslaw,va19-saslaw-housing-funding,I supported these measures and fought for their passage.,https://ggwash.org/view/72115/senator-dick-saslaw-defends-his-record-and-talks-about-the-future-of-northern-virginia,2019-05-24,paragraph 71,fa3f82d07c5bf65aa5ff3eeb504fdaa9223f3a09197b088adf5f98b762213170,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_debate_report,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
va19-taeb-torrent-housing,race-5984c9799d268a401686,2019-06-11,housing,different_mechanism,"Taeb emphasizes local fiscal authority and state funding; Torrent emphasizes reuse incentives, employer participation and land/zoning costs. These tools can coexist. Taeb's separate forum words are not presented as a response to a questionnaire she did not submit.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Yasmine Parinaz Taeb,va19-taeb-housing-authority,provide localities with autonomy,https://ggwash.org/view/72118/virginias-35th-district-candidates-argue-about-dominion-energy-and-only-a-little-about-housing,2019-05-15,paragraph 50,7afbca80fd84b131649fdbf80e253e0add0d13ac289c066ecca3b523ef501629,verified_publication_date,Karen Elena Torrent,va19-torrent-housing,offer incentives for refurbishing dilapidated properties,https://ggwash.org/view/72115/senator-dick-saslaw-defends-his-record-and-talks-about-the-future-of-northern-virginia,2019-05-24,paragraph 74,fa3f82d07c5bf65aa5ff3eeb504fdaa9223f3a09197b088adf5f98b762213170,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_debate_report,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
mn22-fateh-laden-labor-frame,race-bd0a707d919d98a6334c,2022-08-09,campaign_approach,shared_position,"Both present organized labor as a route to progressive change. This is shared campaign framing, not proof of identical policy platforms; Laden's retained article carries a post-primary revision qualification.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Omar Fateh,mn22-fateh-labor-frame,a robust labor movement is central to achieving progressive change,https://web.archive.org/web/20220129065657/https://omarfateh.org/labor.html,,paragraph 42,6b8f96a9fb94bf187523566cd9942d7af53c85ba426fba50634115618df2f588,verified_archive_capture,Shaun Laden,mn22-laden-labor-frame,bring my experience in creating progressive change,https://sahanjournal.com/democracy-politics/shaun-laden-omar-fateh-minnesota-senate-elections,2022-05-27,paragraph 107,82be558db0777f11431c2749302ee38c69ad9616ff7d143c34cd3a4310db1047,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,https://web.archive.org/web/20220129065657/https://omarfateh.org/labor.html,2022-01-29,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,campaign_platform,,candidate_statement,At least one authentic source has an unverified pre-primary publication/version.
