excerpt_id,speaker,race_id,election_date,topic,quote,source_url,publication_date,quote_match_locators,source_sha256,reviewed,review_method,representation_kind,representation_review_notes,document_id,role,subtopic,stance,short_exact_quote,locator,notes,canonical_speaker,review_notes,archive_url,capture_date,temporal_evidence_date,ballot_name,ballot_party,identity_resolution,identity_evidence_ids,identity_review_notes,identity_source_ids,identity_evidence_type,comparison_scope,election_timing,timing_status,evidence_status,source_id,metadata_document_id,attribution_notes,election_identity_status,source_status,source_type,metadata_publication_date,publication_month,available_by_date,source_updated_date,version_timing_qualification,candidate_scoped_locators,identity_caveat,official_election_source,official_election_source_status,certified_opponents_status,replaced_source_document_id,candidate_document_registration,source_speaker,identity_review,claim_summary,answer_context,identity_evidence_document_ids
ny18-cuomo-frame,Andrew M. Cuomo,race-46de282bd5aa28481623,2018-09-13,campaign_approach,make progressive ideas a reality,https://web.archive.org/web/20180824070518id_/https://www.andrewcuomo.com/,,paragraph 44,dd973137f030a22ad972e315a0b9252d7aded712c7e1ed42e9b5426e5ec841f6,false,assistant_source_review_not_independent_human_gold,campaign_frame,,cuomo-20180824-campaign,opponent_candidate,governance_and_change,emphasize_record_and_continuity,make progressive ideas a reality,paragraph 44,"Presents proven leadership and an existing governing record as reasons for reelection. Actual August24pre-primary campaign homepage. Claimed accomplishments are campaign framing, not independent evaluations.",Andrew M. Cuomo,"Assistant source review; Presents proven leadership and an existing governing record as reasons for reelection. Actual August24pre-primary campaign homepage. Claimed accomplishments are campaign framing, not independent evaluations.",https://web.archive.org/web/20180824070518id_/https://www.andrewcuomo.com/,2018-08-24,2018-08-24,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_archive_capture,,,efcdac5fbbd3d461271ba2d6-dd973137f030,,,,archived_campaign_homepage,,,,,,paragraph 44 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://results.elections.ny.gov/contest/1175,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-46de282bd5aa28481623', 'candidate_name': 'Andrew M. Cuomo', 'role': 'opponent', 'election_date': '2018-09-13', 'source_type': 'archived_campaign_homepage', 'publication_date': None, 'source_url': 'https://web.archive.org/web/20180824070518id_/https://www.andrewcuomo.com/', 'locator': 'paragraph 44'}",,,Presents proven leadership and an existing governing record as reasons for reelection.,,
ny18-cuomo-college,Andrew M. Cuomo,race-46de282bd5aa28481623,2018-09-13,education,Tuition-Free College,https://web.archive.org/web/20180824070518id_/https://www.andrewcuomo.com/,,paragraph 48,dd973137f030a22ad972e315a0b9252d7aded712c7e1ed42e9b5426e5ec841f6,false,assistant_source_review_not_independent_human_gold,campaign_frame,,cuomo-20180824-campaign,opponent_candidate,claimed_college_affordability_record,promote_record,Tuition-Free College,paragraph 48,"Lists tuition-free college among campaign claims of achieved changes. The heading does not establish universal eligibility or verify every result. Actual August24pre-primary campaign homepage. Claimed accomplishments are campaign framing, not independent evaluations.",Andrew M. Cuomo,"Assistant source review; Lists tuition-free college among campaign claims of achieved changes. The heading does not establish universal eligibility or verify every result. Actual August24pre-primary campaign homepage. Claimed accomplishments are campaign framing, not independent evaluations.",https://web.archive.org/web/20180824070518id_/https://www.andrewcuomo.com/,2018-08-24,2018-08-24,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_archive_capture,,,efcdac5fbbd3d461271ba2d6-dd973137f030,,,,archived_campaign_homepage,,,,,,paragraph 48 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://results.elections.ny.gov/contest/1175,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-46de282bd5aa28481623', 'candidate_name': 'Andrew M. Cuomo', 'role': 'opponent', 'election_date': '2018-09-13', 'source_type': 'archived_campaign_homepage', 'publication_date': None, 'source_url': 'https://web.archive.org/web/20180824070518id_/https://www.andrewcuomo.com/', 'locator': 'paragraph 48'}",,,Lists tuition-free college among campaign claims of achieved changes. The heading does not establish universal eligibility or verify every result.,,
ny18-cuomo-wage,Andrew M. Cuomo,race-46de282bd5aa28481623,2018-09-13,labor,$15 Minimum Wage,https://web.archive.org/web/20180824070518id_/https://www.andrewcuomo.com/,,paragraph 46,dd973137f030a22ad972e315a0b9252d7aded712c7e1ed42e9b5426e5ec841f6,false,assistant_source_review_not_independent_human_gold,campaign_frame,,cuomo-20180824-campaign,opponent_candidate,claimed_wage_record,promote_record,$15 Minimum Wage,paragraph 46,"Highlights the minimum-wage record in the campaign's proven-leadership case. Actual August24pre-primary campaign homepage. Claimed accomplishments are campaign framing, not independent evaluations.",Andrew M. Cuomo,"Assistant source review; Highlights the minimum-wage record in the campaign's proven-leadership case. Actual August24pre-primary campaign homepage. Claimed accomplishments are campaign framing, not independent evaluations.",https://web.archive.org/web/20180824070518id_/https://www.andrewcuomo.com/,2018-08-24,2018-08-24,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_archive_capture,,,efcdac5fbbd3d461271ba2d6-dd973137f030,,,,archived_campaign_homepage,,,,,,paragraph 46 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://results.elections.ny.gov/contest/1175,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-46de282bd5aa28481623', 'candidate_name': 'Andrew M. Cuomo', 'role': 'opponent', 'election_date': '2018-09-13', 'source_type': 'archived_campaign_homepage', 'publication_date': None, 'source_url': 'https://web.archive.org/web/20180824070518id_/https://www.andrewcuomo.com/', 'locator': 'paragraph 46'}",,,Highlights the minimum-wage record in the campaign's proven-leadership case.,,
mo22-bush-strategy,Cori Bush,race-4add975df09b0b0aaa6d,2022-08-02,campaign_approach,the activist also on the ground even at the U.S. Capitol,https://www.stlpr.org/government-politics-issues/2022-07-28/bush-defends-her-record-in-congress-while-roberts-calls-for-change,2022-07-28,paragraph 282,377e2d240887b493a9a628f9954b70bb446aaff6a05994f177a1c9a0e411fea4,false,assistant_source_review_not_independent_human_gold,campaign_frame,,mo01-2022-bush-roberts,endorsed_candidate,activism_and_legislating,integrate_activism_with_congressional_work,the activist also on the ground even at the U.S. Capitol,paragraph 282,"Presents Capitol-step activism to extend the eviction moratorium as part of her congressional work, not as a substitute for all legislation. Direct candidate quotations in the original STLPR campaign interviews and event reporting, published before the August2 primary. Reporter summaries, supporter statements and allegations against candidates are not substituted for their own policy words.",Cori Bush,"Assistant source review; Presents Capitol-step activism to extend the eviction moratorium as part of her congressional work, not as a substitute for all legislation. Direct candidate quotations in the original STLPR campaign interviews and event reporting, published before the August2 primary. Reporter summaries, supporter statements and allegations against candidates are not substituted for their own policy words.",,,2022-07-28,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,b16a0edb3b15a49c2aa4d7d1-377e2d240887,,,,candidate_interview,,,,2022-07-28,,paragraph 282 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://enr.sos.mo.gov/ReturnsOfficeRaces.aspx?oeid=750003954&cty=99&oid=38&arc=,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-4add975df09b0b0aaa6d', 'candidate_name': 'Cori Bush', 'role': 'endorsed', 'election_date': '2022-08-02', 'source_type': 'candidate_interview', 'publication_date': '2022-07-28', 'source_url': 'https://www.stlpr.org/government-politics-issues/2022-07-28/bush-defends-her-record-in-congress-while-roberts-calls-for-change', 'locator': 'paragraph 282'}",,,"Presents Capitol-step activism to extend the eviction moratorium as part of her congressional work, not as a substitute for all legislation.",,
mo22-roberts-strategy,Steve Roberts,race-4add975df09b0b0aaa6d,2022-08-02,campaign_approach,The work of a legislator is done in the Capitol building,https://www.stlpr.org/government-politics-issues/2022-07-28/bush-defends-her-record-in-congress-while-roberts-calls-for-change,2022-07-28,paragraph 297,377e2d240887b493a9a628f9954b70bb446aaff6a05994f177a1c9a0e411fea4,false,assistant_source_review_not_independent_human_gold,campaign_frame,,mo01-2022-bush-roberts,opponent_candidate,activism_and_legislating,prioritize_institutional_legislating,The work of a legislator is done in the Capitol building,paragraph 297,"Contrasts institutional legislative work with street activism while explicitly acknowledging shared passions and Bush's ability to draw attention to issues. Direct candidate quotations in the original STLPR campaign interviews and event reporting, published before the August2 primary. Reporter summaries, supporter statements and allegations against candidates are not substituted for their own policy words.",Steve Roberts,"Assistant source review; Contrasts institutional legislative work with street activism while explicitly acknowledging shared passions and Bush's ability to draw attention to issues. Direct candidate quotations in the original STLPR campaign interviews and event reporting, published before the August2 primary. Reporter summaries, supporter statements and allegations against candidates are not substituted for their own policy words.",,,2022-07-28,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,e2bf5037ba7666260330dd04-377e2d240887,,,,candidate_interview,,,,2022-07-28,,paragraph 297 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://enr.sos.mo.gov/ReturnsOfficeRaces.aspx?oeid=750003954&cty=99&oid=38&arc=,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-4add975df09b0b0aaa6d', 'candidate_name': 'Steve Roberts', 'role': 'opponent', 'election_date': '2022-08-02', 'source_type': 'candidate_interview', 'publication_date': '2022-07-28', 'source_url': 'https://www.stlpr.org/government-politics-issues/2022-07-28/bush-defends-her-record-in-congress-while-roberts-calls-for-change', 'locator': 'paragraph 297'}",,,Contrasts institutional legislative work with street activism while explicitly acknowledging shared passions and Bush's ability to draw attention to issues.,,
mo22-roberts-cooperation,Steve Roberts,race-4add975df09b0b0aaa6d,2022-08-02,campaign_approach,work with folks on both sides of the aisle,https://www.stlpr.org/government-politics-issues/2022-07-28/bush-defends-her-record-in-congress-while-roberts-calls-for-change,2022-07-28,paragraph 295,377e2d240887b493a9a628f9954b70bb446aaff6a05994f177a1c9a0e411fea4,false,assistant_source_review_not_independent_human_gold,campaign_frame,,mo01-2022-bush-roberts,opponent_candidate,legislative_strategy,emphasize_cross_party_cooperation,work with folks on both sides of the aisle,paragraph 295,"Argues for cross-party cooperation and bringing resources to St. Louis rather than withholding support whenever a bill lacks every desired provision. Direct candidate quotations in the original STLPR campaign interviews and event reporting, published before the August2 primary. Reporter summaries, supporter statements and allegations against candidates are not substituted for their own policy words.",Steve Roberts,"Assistant source review; Argues for cross-party cooperation and bringing resources to St. Louis rather than withholding support whenever a bill lacks every desired provision. Direct candidate quotations in the original STLPR campaign interviews and event reporting, published before the August2 primary. Reporter summaries, supporter statements and allegations against candidates are not substituted for their own policy words.",,,2022-07-28,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,e2bf5037ba7666260330dd04-377e2d240887,,,,candidate_interview,,,,2022-07-28,,paragraph 295 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://enr.sos.mo.gov/ReturnsOfficeRaces.aspx?oeid=750003954&cty=99&oid=38&arc=,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-4add975df09b0b0aaa6d', 'candidate_name': 'Steve Roberts', 'role': 'opponent', 'election_date': '2022-08-02', 'source_type': 'candidate_interview', 'publication_date': '2022-07-28', 'source_url': 'https://www.stlpr.org/government-politics-issues/2022-07-28/bush-defends-her-record-in-congress-while-roberts-calls-for-change', 'locator': 'paragraph 295'}",,,Argues for cross-party cooperation and bringing resources to St. Louis rather than withholding support whenever a bill lacks every desired provision.,,
ny16-bowman-priority,Jamaal Bowman,race-4ccedc03fd0aec1094b0,2020-06-23,campaign_approach,Inequality.,https://patch.com/new-york/bronxville/jamaal-bowman-candidate-ny-congressional-district-16,2020-06-18,paragraph 55,5df1f3e767a042467ab2e47a79b1fa407d89ae9f3d64adbc8c67844bad621c49,false,assistant_source_review_not_independent_human_gold,campaign_frame,,ny16-2020-bowman,endorsed_candidate,stated_campaign_priorities,racial_and_economic_inequality,Inequality.,paragraph 55,"Names inequality as the most pressing issue and connects racial injustice, health, policing, environment and violence to a Reconstruction Agenda. Candidate's own answers in original Patch profiles published and last modified before the June23 primary. Reporter introductions, subscription prompts, endorsement lists and allegations about opponents are not adopted as independently verified findings.",Jamaal Bowman,"Assistant source review; Names inequality as the most pressing issue and connects racial injustice, health, policing, environment and violence to a Reconstruction Agenda. Candidate's own answers in original Patch profiles published and last modified before the June23 primary. Reporter introductions, subscription prompts, endorsement lists and allegations about opponents are not adopted as independently verified findings.",,,2020-06-18,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,8814f58cdfdf79c4b2c6b2dd-232bf08cddd9,,,,candidate_questionnaire,,,,2020-06-18,,paragraph 55 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.ny.gov/system/files/documents/2024/01/certifiedjune232020stateprimaryresults.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-4ccedc03fd0aec1094b0', 'candidate_name': 'Jamaal Bowman', 'role': 'endorsed', 'election_date': '2020-06-23', 'source_type': 'candidate_questionnaire', 'publication_date': '2020-06-18', 'source_url': 'https://patch.com/new-york/bronxville/jamaal-bowman-candidate-ny-congressional-district-16', 'locator': 'paragraph 55'}",,,"Names inequality as the most pressing issue and connects racial injustice, health, policing, environment and violence to a Reconstruction Agenda.",,
ny16-bowman-strategy,Jamaal Bowman,race-4ccedc03fd0aec1094b0,2020-06-23,campaign_approach,empowering organized communities on the outside,https://patch.com/new-york/bronxville/jamaal-bowman-candidate-ny-congressional-district-16,2020-06-18,paragraph 83,5df1f3e767a042467ab2e47a79b1fa407d89ae9f3d64adbc8c67844bad621c49,false,assistant_source_review_not_independent_human_gold,campaign_frame,,ny16-2020-bowman,endorsed_candidate,representation_strategy,inside_outside_movement_power,empowering organized communities on the outside,paragraph 83,"Proposes combining an inside congressional platform with organized communities and social movements outside government. Candidate's own answers in original Patch profiles published and last modified before the June23 primary. Reporter introductions, subscription prompts, endorsement lists and allegations about opponents are not adopted as independently verified findings.",Jamaal Bowman,"Assistant source review; Proposes combining an inside congressional platform with organized communities and social movements outside government. Candidate's own answers in original Patch profiles published and last modified before the June23 primary. Reporter introductions, subscription prompts, endorsement lists and allegations about opponents are not adopted as independently verified findings.",,,2020-06-18,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,8814f58cdfdf79c4b2c6b2dd-232bf08cddd9,,,,candidate_questionnaire,,,,2020-06-18,,paragraph 83 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.ny.gov/system/files/documents/2024/01/certifiedjune232020stateprimaryresults.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-4ccedc03fd0aec1094b0', 'candidate_name': 'Jamaal Bowman', 'role': 'endorsed', 'election_date': '2020-06-23', 'source_type': 'candidate_questionnaire', 'publication_date': '2020-06-18', 'source_url': 'https://patch.com/new-york/bronxville/jamaal-bowman-candidate-ny-congressional-district-16', 'locator': 'paragraph 83'}",,,Proposes combining an inside congressional platform with organized communities and social movements outside government.,,
ny16-engel-priority,Eliot L. Engel,race-4ccedc03fd0aec1094b0,2020-06-23,campaign_approach,The catastrophic and corrupt Trump presidency.,https://patch.com/new-york/newrochelle/eliot-engel-candidate-ny-congressional-district-16,2020-06-09,paragraph 53,b7af4d07a742a97abf8a7092952c01b19325613ef84617d4adf2ff625c2b672a,false,assistant_source_review_not_independent_human_gold,campaign_frame,,ny16-2020-engel,opponent_candidate,stated_campaign_priorities,oppose_trump_and_protect_rights,The catastrophic and corrupt Trump presidency.,paragraph 53,"Names the Trump presidency as the most pressing issue and emphasizes defending reproductive, environmental, healthcare and civil rights. Candidate's own answers in original Patch profiles published and last modified before the June23 primary. Reporter introductions, subscription prompts, endorsement lists and allegations about opponents are not adopted as independently verified findings.",Eliot L. Engel,"Assistant source review; Names the Trump presidency as the most pressing issue and emphasizes defending reproductive, environmental, healthcare and civil rights. Candidate's own answers in original Patch profiles published and last modified before the June23 primary. Reporter introductions, subscription prompts, endorsement lists and allegations about opponents are not adopted as independently verified findings.",,,2020-06-09,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,dea6b7856c79af8efa3a6cd4-490a59b18dce,,,,candidate_questionnaire,,,,2020-06-09,,paragraph 53 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.ny.gov/system/files/documents/2024/01/certifiedjune232020stateprimaryresults.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-4ccedc03fd0aec1094b0', 'candidate_name': 'Eliot L. Engel', 'role': 'opponent', 'election_date': '2020-06-23', 'source_type': 'candidate_questionnaire', 'publication_date': '2020-06-09', 'source_url': 'https://patch.com/new-york/newrochelle/eliot-engel-candidate-ny-congressional-district-16', 'locator': 'paragraph 53'}",Eliot Engel,"{'status': 'accepted_reviewed_source_alias', 'evidence_document_ids': ['ny16-2020-engel'], 'notes': 'The publisher identifies Eliot Engel as the incumbent seeking reelection in NY16; the canonical primary record includes his middle initial. Explicit reviewed same-office display-name association.'}","Names the Trump presidency as the most pressing issue and emphasizes defending reproductive, environmental, healthcare and civil rights.",,
ny16-engel-strategy,Eliot L. Engel,race-4ccedc03fd0aec1094b0,2020-06-23,campaign_approach,my experience and position in Democratic leadership,https://patch.com/new-york/newrochelle/eliot-engel-candidate-ny-congressional-district-16,2020-06-09,paragraph 56,b7af4d07a742a97abf8a7092952c01b19325613ef84617d4adf2ff625c2b672a,false,assistant_source_review_not_independent_human_gold,campaign_frame,,ny16-2020-engel,opponent_candidate,representation_strategy,experience_and_democratic_leadership,my experience and position in Democratic leadership,paragraph 56,"Presents experience and leadership relationships as the way to bring federal resources to the district. His claimed effectiveness is not independently measured here. Candidate's own answers in original Patch profiles published and last modified before the June23 primary. Reporter introductions, subscription prompts, endorsement lists and allegations about opponents are not adopted as independently verified findings.",Eliot L. Engel,"Assistant source review; Presents experience and leadership relationships as the way to bring federal resources to the district. His claimed effectiveness is not independently measured here. Candidate's own answers in original Patch profiles published and last modified before the June23 primary. Reporter introductions, subscription prompts, endorsement lists and allegations about opponents are not adopted as independently verified findings.",,,2020-06-09,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,dea6b7856c79af8efa3a6cd4-490a59b18dce,,,,candidate_questionnaire,,,,2020-06-09,,paragraph 56 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.ny.gov/system/files/documents/2024/01/certifiedjune232020stateprimaryresults.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-4ccedc03fd0aec1094b0', 'candidate_name': 'Eliot L. Engel', 'role': 'opponent', 'election_date': '2020-06-23', 'source_type': 'candidate_questionnaire', 'publication_date': '2020-06-09', 'source_url': 'https://patch.com/new-york/newrochelle/eliot-engel-candidate-ny-congressional-district-16', 'locator': 'paragraph 56'}",Eliot Engel,"{'status': 'accepted_reviewed_source_alias', 'evidence_document_ids': ['ny16-2020-engel'], 'notes': 'The publisher identifies Eliot Engel as the incumbent seeking reelection in NY16; the canonical primary record includes his middle initial. Explicit reviewed same-office display-name association.'}",Presents experience and leadership relationships as the way to bring federal resources to the district. His claimed effectiveness is not independently measured here.,,
ny16-fink-priority,Chris Fink,race-4ccedc03fd0aec1094b0,2020-06-23,campaign_approach,The climate crisis.,https://patch.com/new-york/pelham/2020-candidate-profile-chris-fink-16th-cd,2020-06-16,paragraph 53,fa567364d81e9a33bb31ce98a9db02b229f514684e49d866362300a5b6245365,false,assistant_source_review_not_independent_human_gold,campaign_frame,,ny16-2020-fink,opponent_candidate,stated_campaign_priorities,climate_crisis,The climate crisis.,paragraph 53,"Names the climate crisis as the most pressing issue and describes concrete infrastructure measures. Candidate's own answers in original Patch profiles published and last modified before the June23 primary. Reporter introductions, subscription prompts, endorsement lists and allegations about opponents are not adopted as independently verified findings.",Chris Fink,"Assistant source review; Names the climate crisis as the most pressing issue and describes concrete infrastructure measures. Candidate's own answers in original Patch profiles published and last modified before the June23 primary. Reporter introductions, subscription prompts, endorsement lists and allegations about opponents are not adopted as independently verified findings.",,,2020-06-16,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,3a1e30c5845425ddd41bbae3-e9ecfa3f7af5,,,,candidate_questionnaire,,,,2020-06-16,,paragraph 53 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.ny.gov/system/files/documents/2024/01/certifiedjune232020stateprimaryresults.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-4ccedc03fd0aec1094b0', 'candidate_name': 'Chris Fink', 'role': 'opponent', 'election_date': '2020-06-23', 'source_type': 'candidate_questionnaire', 'publication_date': '2020-06-16', 'source_url': 'https://patch.com/new-york/pelham/2020-candidate-profile-chris-fink-16th-cd', 'locator': 'paragraph 53'}",,,Names the climate crisis as the most pressing issue and describes concrete infrastructure measures.,,
ny16-fink-strategy,Chris Fink,race-4ccedc03fd0aec1094b0,2020-06-23,campaign_approach,32 years of experience implementing renewable energy projects,https://patch.com/new-york/pelham/2020-candidate-profile-chris-fink-16th-cd,2020-06-16,paragraph 57,fa567364d81e9a33bb31ce98a9db02b229f514684e49d866362300a5b6245365,false,assistant_source_review_not_independent_human_gold,campaign_frame,,ny16-2020-fink,opponent_candidate,representation_strategy,project_finance_and_implementation_expertise,32 years of experience implementing renewable energy projects,paragraph 57,"Campaigns on technical implementation experience. His claim of being uniquely qualified is not independently endorsed. Candidate's own answers in original Patch profiles published and last modified before the June23 primary. Reporter introductions, subscription prompts, endorsement lists and allegations about opponents are not adopted as independently verified findings.",Chris Fink,"Assistant source review; Campaigns on technical implementation experience. His claim of being uniquely qualified is not independently endorsed. Candidate's own answers in original Patch profiles published and last modified before the June23 primary. Reporter introductions, subscription prompts, endorsement lists and allegations about opponents are not adopted as independently verified findings.",,,2020-06-16,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,3a1e30c5845425ddd41bbae3-e9ecfa3f7af5,,,,candidate_questionnaire,,,,2020-06-16,,paragraph 57 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.ny.gov/system/files/documents/2024/01/certifiedjune232020stateprimaryresults.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-4ccedc03fd0aec1094b0', 'candidate_name': 'Chris Fink', 'role': 'opponent', 'election_date': '2020-06-23', 'source_type': 'candidate_questionnaire', 'publication_date': '2020-06-16', 'source_url': 'https://patch.com/new-york/pelham/2020-candidate-profile-chris-fink-16th-cd', 'locator': 'paragraph 57'}",,,Campaigns on technical implementation experience. His claim of being uniquely qualified is not independently endorsed.,,
ny16-ravelo-priority,Sammy Ravelo,race-4ccedc03fd0aec1094b0,2020-06-23,campaign_approach,Jobs.,https://patch.com/new-york/newrochelle/sammy-ravelo-candidate-ny-congressional-district-16,2020-06-02,paragraph 52,d6332910288fcb0b18a25c19484fa377709e4c8c4918ed89af015ea75f733915,false,assistant_source_review_not_independent_human_gold,campaign_frame,,ny16-2020-ravelo,opponent_candidate,stated_campaign_priorities,jobs_and_infrastructure,Jobs.,paragraph 52,"Names jobs lost during the pandemic as the pressing concern and proposes an infrastructure bill to create jobs and support small businesses. Candidate's own answers in original Patch profiles published and last modified before the June23 primary. Reporter introductions, subscription prompts, endorsement lists and allegations about opponents are not adopted as independently verified findings.",Sammy Ravelo,"Assistant source review; Names jobs lost during the pandemic as the pressing concern and proposes an infrastructure bill to create jobs and support small businesses. Candidate's own answers in original Patch profiles published and last modified before the June23 primary. Reporter introductions, subscription prompts, endorsement lists and allegations about opponents are not adopted as independently verified findings.",,,2020-06-02,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,f775cda6aa3e156470715d6a-a17579725aea,,,,candidate_questionnaire,,,,2020-06-02,,paragraph 52 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.ny.gov/system/files/documents/2024/01/certifiedjune232020stateprimaryresults.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-4ccedc03fd0aec1094b0', 'candidate_name': 'Sammy Ravelo', 'role': 'opponent', 'election_date': '2020-06-23', 'source_type': 'candidate_questionnaire', 'publication_date': '2020-06-02', 'source_url': 'https://patch.com/new-york/newrochelle/sammy-ravelo-candidate-ny-congressional-district-16', 'locator': 'paragraph 52'}",,,Names jobs lost during the pandemic as the pressing concern and proposes an infrastructure bill to create jobs and support small businesses.,,
ny16-ravelo-access,Sammy Ravelo,race-4ccedc03fd0aec1094b0,2020-06-23,campaign_approach,one town hall a month,https://patch.com/new-york/newrochelle/sammy-ravelo-candidate-ny-congressional-district-16,2020-06-02,paragraph 75,d6332910288fcb0b18a25c19484fa377709e4c8c4918ed89af015ea75f733915,false,assistant_source_review_not_independent_human_gold,campaign_frame,,ny16-2020-ravelo,opponent_candidate,representation_strategy,regular_local_presence_and_town_halls,one town hall a month,paragraph 75,"Promises monthly town halls and returning to the district each weekend when legislative sessions permit. Candidate's own answers in original Patch profiles published and last modified before the June23 primary. Reporter introductions, subscription prompts, endorsement lists and allegations about opponents are not adopted as independently verified findings.",Sammy Ravelo,"Assistant source review; Promises monthly town halls and returning to the district each weekend when legislative sessions permit. Candidate's own answers in original Patch profiles published and last modified before the June23 primary. Reporter introductions, subscription prompts, endorsement lists and allegations about opponents are not adopted as independently verified findings.",,,2020-06-02,,,canonical_registry_and_cached_source_association,,,,,democratic_primary,past_scheduled_date,verified_publication_date,,,f775cda6aa3e156470715d6a-a17579725aea,,,,candidate_questionnaire,,,,2020-06-02,,paragraph 75 reviewed quotation,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,https://elections.ny.gov/system/files/documents/2024/01/certifiedjune232020stateprimaryresults.pdf,resolution_verified,corpus_candidate_set,,"{'race_id': 'race-4ccedc03fd0aec1094b0', 'candidate_name': 'Sammy Ravelo', 'role': 'opponent', 'election_date': '2020-06-23', 'source_type': 'candidate_questionnaire', 'publication_date': '2020-06-02', 'source_url': 'https://patch.com/new-york/newrochelle/sammy-ravelo-candidate-ny-congressional-district-16', 'locator': 'paragraph 75'}",,,Promises monthly town halls and returning to the district each weekend when legislative sessions permit.,,
