statement_key,race_id,candidate_name,election_date,group,quote,source_url,model_name,device,topic_code,topic_name,similarity,runner_up_code,runner_up_name,runner_up_similarity,margin,keyword_topic_code,keyword_score,keyword_agrees,reviewed_topic
f3746e3b0e3051903446cbe6,race-07e8c0f659f04a7168be,Scot Jenkins,2021-08-10,opponent,We're not solving the problem of creating the inventory for the rest of the people in Duluth.,https://archive.org/details/League_of_Women_Voters_Duluth_Candidate_Forum_-_2021_Primary_Election,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.165999,8,Energy,0.147564,0.018435,,0.000000,false,housing
577033e679399339584ccc7f,race-4d9a31842f64c5c123e4,Therese Wisocki,2023-08-08,opponent,We must protect our environment and water supply at all costs.,https://archive.org/details/Meet_the_Candidates_-_Therese_Wisocki_-_Duluth_City_Council_At-Large_Candidate,sentence-transformers/all-MiniLM-L6-v2,cpu,7,Environment,0.389828,8,Energy,0.341929,0.047898,,0.000000,false,climate_energy
7ec56622b5d2720b6f3458aa,race-07e8c0f659f04a7168be,Terese Tomanek,2021-08-10,opponent,"We were very, very happy to pass that climate emergency resolution, and it passed unanimously with the council.",https://archive.org/details/League_of_Women_Voters_Duluth_Candidate_Forum_-_2021_Primary_Election,sentence-transformers/all-MiniLM-L6-v2,cpu,7,Environment,0.212564,21,Public lands and water,0.119124,0.093440,,0.000000,false,climate_energy
4b10e6f6f5e08abf5747587d,race-8530b8aec7d615db3151,Jerrauld Charles Corey Jones,2021-06-08,opponent,I’ve said before that I believe deeply in my soul that the death penalty is abhorrent and must be abolished.,https://web.archive.org/web/20210225102428/https://jayjones.com/news/press-releases/delegate-jones-leads-fight-to-abolish-death-penalty-despite-history-of-longtime-opposition-by-attorney-general/,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.202264,9,Immigration,0.067601,0.134663,,0.000000,false,public_safety
4b10e6f6f5e08abf5747587d,race-8530b8aec7d615db3151,Jerrauld Charles Corey Jones,2021-06-08,opponent,"Mark Herring has not only been against the abolition of the death penalty time and time again, but he has actively voted for and worked to keep the institution in place,",https://web.archive.org/web/20210225102428/https://jayjones.com/news/press-releases/delegate-jones-leads-fight-to-abolish-death-penalty-despite-history-of-longtime-opposition-by-attorney-general/,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.227218,9,Immigration,0.119287,0.107931,,0.000000,false,public_safety
4b10e6f6f5e08abf5747587d,race-8530b8aec7d615db3151,Jerrauld Charles Corey Jones,2021-06-08,opponent,"Today, I’m calling on Mark Herring to support the repeal of qualified immunity in Virginia and fight to bring true accountability to policing in our Commonwealth.",https://web.archive.org/web/20210428120606/https://jayjones.com/news/press-releases/va-attorney-general-candidate-jay-jones-calls-on-ag-herring-to-support-repeal-of-qualified-immunity/,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.263582,9,Immigration,0.164054,0.099529,,0.000000,false,public_safety
4b10e6f6f5e08abf5747587d,race-8530b8aec7d615db3151,Jerrauld Charles Corey Jones,2021-06-08,opponent,"That is why, as Attorney General, I will be proud to create Virginia’s very first dedicated Voter Protection and Election Integrity Unit within my new Civil Rights Division, staffed with experienced experts well versed in defending the right to vote and protecting the sanctity of our elections.",https://web.archive.org/web/20210317130056/https://jayjones.com/news/delegate-jones-proposes-voter-protection-election-integrity-unit-for-office-of-attorney-general/,sentence-transformers/all-MiniLM-L6-v2,cpu,2,Civil rights and liberties,0.249952,16,Defense and veterans,0.219289,0.030663,2,0.447214,true,democracy
4b10e6f6f5e08abf5747587d,race-8530b8aec7d615db3151,Jerrauld Charles Corey Jones,2021-06-08,opponent,"I’ve always been supportive of the labor movement and workers’ right to organize, and I’m happy that our campaign staff chose to do the same.",https://web.archive.org/web/20210319144317/https://jayjones.com/news/jay-jones-campaign-staff-votes-to-unionize/,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.198519,20,Government operations,0.158287,0.040232,,0.000000,false,labor
653e8ba70362ebb21a53fa9b,race-ea5afd75c9af396451a4,Elizabeth Warren,2020-03-03,opponent,Health care is a crisis in this country.,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.404031,9,Immigration,0.242241,0.161790,,0.000000,false,healthcare
653e8ba70362ebb21a53fa9b,race-ea5afd75c9af396451a4,Elizabeth Warren,2020-03-03,opponent,This country has worked for the rich for a long time and left everyone else in the dirt.,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,sentence-transformers/all-MiniLM-L6-v2,cpu,13,Social welfare,0.208571,9,Immigration,0.175135,0.033436,,0.000000,false,political_strategy
653e8ba70362ebb21a53fa9b,race-ea5afd75c9af396451a4,Elizabeth Warren,2020-03-03,opponent,It is time to have a president who will be on the side of working families and be willing to get out there and fight for them.,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.141617,23,"Culture, family and social issues",0.138450,0.003166,,0.000000,false,political_strategy
653e8ba70362ebb21a53fa9b,race-ea5afd75c9af396451a4,Elizabeth Warren,2020-03-03,opponent,"if we don’t get it all the first time, take the win and come back into the fight to ask for more.",https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.109219,3,Health,0.057094,0.052125,,0.000000,false,political_strategy
79a4061ed75b731876a66414,race-ea5afd75c9af396451a4,Tulsi Gabbard,2020-03-03,opponent,I introduced the most ambitious climate change legislation ever in Congress called the Off Fossil Fuels Act.,https://www.nbcnews.com/politics/2020-election/democratic-debate-transcript-july-31-2019-n1038016,sentence-transformers/all-MiniLM-L6-v2,cpu,8,Energy,0.363908,7,Environment,0.345845,0.018063,7,0.447214,false,climate_energy
79a4061ed75b731876a66414,race-ea5afd75c9af396451a4,Tulsi Gabbard,2020-03-03,opponent,we can and should have both secure borders as well as humane immigration policies.,https://www.nbcnews.com/politics/2020-election/democratic-debate-transcript-july-31-2019-n1038016,sentence-transformers/all-MiniLM-L6-v2,cpu,9,Immigration,0.445465,16,Defense and veterans,0.295194,0.150271,9,0.447214,true,immigration
79a4061ed75b731876a66414,race-ea5afd75c9af396451a4,Tulsi Gabbard,2020-03-03,opponent,We will have to stop separating children from their parents,https://www.nbcnews.com/politics/2020-election/democratic-debate-transcript-july-31-2019-n1038016,sentence-transformers/all-MiniLM-L6-v2,cpu,23,"Culture, family and social issues",0.278058,9,Immigration,0.186592,0.091466,,0.000000,false,immigration
79a4061ed75b731876a66414,race-ea5afd75c9af396451a4,Tulsi Gabbard,2020-03-03,opponent,make it so that it's easier for people to seek asylum in this country,https://www.nbcnews.com/politics/2020-election/democratic-debate-transcript-july-31-2019-n1038016,sentence-transformers/all-MiniLM-L6-v2,cpu,9,Immigration,0.399962,13,Social welfare,0.181090,0.218872,9,0.447214,true,immigration
99c27f238870f0a6a55d3bd8,race-ea5afd75c9af396451a4,Deval Patrick,2020-03-03,opponent,"My Reform Agenda is about making meaningful fixes to big systems that consistently fail to meet modern needs, and have long excluded some Americans.",https://www.presidency.ucsb.edu/documents/patrick-campaign-press-release-deval-patrick-unveils-reform-agenda,sentence-transformers/all-MiniLM-L6-v2,cpu,9,Immigration,0.286071,12,"Law, crime and justice",0.267282,0.018789,,0.000000,false,political_strategy
99c27f238870f0a6a55d3bd8,race-ea5afd75c9af396451a4,Deval Patrick,2020-03-03,opponent,"provides a path to citizenship for undocumented residents of our country, Dreamers and others in the country without legal status.",https://www.presidency.ucsb.edu/documents/patrick-campaign-press-release-deval-patrick-unveils-reform-agenda,sentence-transformers/all-MiniLM-L6-v2,cpu,9,Immigration,0.419656,2,Civil rights and liberties,0.249560,0.170096,,0.000000,false,immigration
99c27f238870f0a6a55d3bd8,race-ea5afd75c9af396451a4,Deval Patrick,2020-03-03,opponent,"We will take steps to improve and support the asylum process, including by increasing the number of immigration judges.",https://www.presidency.ucsb.edu/documents/patrick-campaign-press-release-deval-patrick-unveils-reform-agenda,sentence-transformers/all-MiniLM-L6-v2,cpu,9,Immigration,0.456739,12,"Law, crime and justice",0.241783,0.214956,9,0.894427,true,immigration
99c27f238870f0a6a55d3bd8,race-ea5afd75c9af396451a4,Deval Patrick,2020-03-03,opponent,The Patrick Administration will reform the criminal justice system to end mass incarceration,https://www.presidency.ucsb.edu/documents/patrick-campaign-press-release-deval-patrick-unveils-reform-agenda,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.524576,9,Immigration,0.210238,0.314338,12,0.447214,true,public_safety
99c27f238870f0a6a55d3bd8,race-ea5afd75c9af396451a4,Deval Patrick,2020-03-03,opponent,"building on the Affordable Care Act with a public option to ensure access to universal, affordable health care coverage",https://www.presidency.ucsb.edu/documents/patrick-campaign-press-release-deval-patrick-unveils-reform-agenda,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.476030,13,Social welfare,0.317396,0.158634,,0.000000,false,healthcare
9018cf9e7fd426eeda044e6b,race-ea5afd75c9af396451a4,"Joseph Robinette Biden, Jr",2020-03-03,opponent,"Giving Americans a new choice, a public health insurance option like Medicare.",https://web.archive.org/web/20200301190759/https://joebiden.com/healthcare/,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.499455,6,Education,0.231903,0.267552,3,1.341641,true,healthcare
9018cf9e7fd426eeda044e6b,race-ea5afd75c9af396451a4,"Joseph Robinette Biden, Jr",2020-03-03,opponent,"add to Obamacare, provide a public option, a Medicare-like option.",https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.525323,13,Social welfare,0.326598,0.198726,3,0.447214,true,healthcare
9018cf9e7fd426eeda044e6b,race-ea5afd75c9af396451a4,"Joseph Robinette Biden, Jr",2020-03-03,opponent,The policy was abhorrent. And it was a fact of violation of every right people have.,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.198570,2,Civil rights and liberties,0.181566,0.017004,,0.000000,false,public_safety
482f672411f63164132b24aa,race-ea5afd75c9af396451a4,Michael F. Bennet,2020-03-03,opponent,Climate change is a global crisis that we must confront now.,https://www.presidency.ucsb.edu/documents/bennet-campaign-press-release-michael-bennet-unveils-americas-climate-change-plan-achieve,sentence-transformers/all-MiniLM-L6-v2,cpu,7,Environment,0.317441,8,Energy,0.198785,0.118656,7,0.447214,true,climate_energy
482f672411f63164132b24aa,race-ea5afd75c9af396451a4,Michael F. Bennet,2020-03-03,opponent,"My plan includes ambitious policies to reduce emissions, drive economic growth, and reassert America’s role in the world to lead the climate fight.",https://www.presidency.ucsb.edu/documents/bennet-campaign-press-release-michael-bennet-unveils-americas-climate-change-plan-achieve,sentence-transformers/all-MiniLM-L6-v2,cpu,7,Environment,0.389254,19,International affairs,0.320108,0.069146,1,0.447214,false,climate_energy
482f672411f63164132b24aa,race-ea5afd75c9af396451a4,Michael F. Bennet,2020-03-03,opponent,"achieve 100 percent clean, net-zero emissions as soon as possible, and no later than 2050.",https://www.presidency.ucsb.edu/documents/bennet-campaign-press-release-michael-bennet-unveils-americas-climate-change-plan-achieve,sentence-transformers/all-MiniLM-L6-v2,cpu,7,Environment,0.330014,8,Energy,0.245531,0.084483,7,0.447214,true,climate_energy
482f672411f63164132b24aa,race-ea5afd75c9af396451a4,Michael F. Bennet,2020-03-03,opponent,Build and Sustain 10 Million Zero-Emission Economy Jobs in 10 years,https://www.presidency.ucsb.edu/documents/bennet-campaign-press-release-michael-bennet-unveils-americas-climate-change-plan-achieve,sentence-transformers/all-MiniLM-L6-v2,cpu,8,Energy,0.272855,7,Environment,0.258961,0.013894,,0.000000,false,climate_energy
482f672411f63164132b24aa,race-ea5afd75c9af396451a4,Michael F. Bennet,2020-03-03,opponent,"Instead of fighting a losing battle over the next 10 years for Medicare for All, for example, we should build a broad coalition to achieve The Real Deal",https://www.presidency.ucsb.edu/documents/bennet-campaign-press-release-michael-bennet-unveils-the-real-deal-new-comprehensive,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.323790,16,Defense and veterans,0.194799,0.128991,3,0.447214,true,healthcare
fb7707ea1e76f2c5a003c049,race-ea5afd75c9af396451a4,Cory A. Booker,2020-03-03,opponent,Making sure all Americans have the right to good housing is very personal to me. I’m determined to tear down the barriers that stand in the way of every American being able to do for their families what my parents did for mine.,https://www.democracyinaction.us/2020/booker/bookerpolicy060519housing.html,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.374428,9,Immigration,0.241237,0.133191,14,0.447214,true,housing
fb7707ea1e76f2c5a003c049,race-ea5afd75c9af396451a4,Cory A. Booker,2020-03-03,opponent,"Cory will fully fund the Housing Trust Fund with $40 billion each year to build, rehabilitate, and operate rental housing for individuals earning less than the federal poverty level or 30 percent of the Area Median Income in neighborhoods with greater access to opportunity, including areas with transportation, healthy foods and more.",https://www.democracyinaction.us/2020/booker/bookerpolicy060519housing.html,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.342321,13,Social welfare,0.256541,0.085780,10,0.447214,false,housing
fb7707ea1e76f2c5a003c049,race-ea5afd75c9af396451a4,Cory A. Booker,2020-03-03,opponent,"He showed me how, when workers stick together, injustices can be corrected and real progress can be made.",https://www.democracyinaction.us/2020/booker/bookerpolicy091819workers.html,sentence-transformers/all-MiniLM-L6-v2,cpu,5,Labor and employment,0.224466,9,Immigration,0.151814,0.072653,,0.000000,false,labor
fb7707ea1e76f2c5a003c049,race-ea5afd75c9af396451a4,Cory A. Booker,2020-03-03,opponent,"Cory is an original cosponsor of the Raise the Wage Act and would fight for a fair minimum wage of $15 an hour for all workers by ending the subminimum wage for workers with disabilities, youth workers, and tipped workers- which disproportionately impacts women and people of color.",https://www.democracyinaction.us/2020/booker/bookerpolicy091819workers.html,sentence-transformers/all-MiniLM-L6-v2,cpu,5,Labor and employment,0.251958,23,"Culture, family and social issues",0.095837,0.156121,5,0.447214,true,labor
fb7707ea1e76f2c5a003c049,race-ea5afd75c9af396451a4,Cory A. Booker,2020-03-03,opponent,"Accelerate the end of fossil fuels by immediately eliminating all fossil fuel subsidies, barring all new fossil fuel leases, phasing out fracking, and instituting a carbon fee and progressive climate dividend — achieving 100% carbon-free electricity by 2030.",https://www.democracyinaction.us/2020/booker/bookerpolicy090319climate.html,sentence-transformers/all-MiniLM-L6-v2,cpu,8,Energy,0.368694,7,Environment,0.277729,0.090965,8,0.447214,true,climate_energy
d92688291e81fb6ec78bbad9,race-ea5afd75c9af396451a4,Andrew Yang,2020-03-03,opponent,We need to get our combat troops out of Afghanistan.,https://www.cfr.org/articles/andrew-yang,sentence-transformers/all-MiniLM-L6-v2,cpu,16,Defense and veterans,0.231232,10,Transportation,0.087502,0.143730,16,0.447214,true,foreign_policy
d92688291e81fb6ec78bbad9,race-ea5afd75c9af396451a4,Andrew Yang,2020-03-03,opponent,"First off, the United States should be providing no aid to Saudi Arabia in its assault on Yemen.",https://www.cfr.org/articles/andrew-yang,sentence-transformers/all-MiniLM-L6-v2,cpu,19,International affairs,0.290831,16,Defense and veterans,0.174420,0.116410,,0.000000,false,foreign_policy
d92688291e81fb6ec78bbad9,race-ea5afd75c9af396451a4,Andrew Yang,2020-03-03,opponent,The only acceptable end to the Israeli-Palestinian conflict involves a two-state solution that allows both the Israeli and Palestinian people to have sovereign land and self-determination.,https://www.cfr.org/articles/andrew-yang,sentence-transformers/all-MiniLM-L6-v2,cpu,21,Public lands and water,0.281357,19,International affairs,0.259855,0.021502,,0.000000,false,foreign_policy
d92688291e81fb6ec78bbad9,race-ea5afd75c9af396451a4,Andrew Yang,2020-03-03,opponent,"I would reenter the TPP in conjunction with policies to ensure the benefits are widely shared, like a VAT, border-adjustment tax, and the Freedom Dividend, a universal basic income of $1,000/month for all American adults.",https://www.cfr.org/articles/andrew-yang,sentence-transformers/all-MiniLM-L6-v2,cpu,13,Social welfare,0.302932,16,Defense and veterans,0.249038,0.053894,1,0.447214,false,foreign_policy
d92688291e81fb6ec78bbad9,race-ea5afd75c9af396451a4,Andrew Yang,2020-03-03,opponent,The first step to any action on climate change is to rejoin the Paris Accords so that we have the moral authority and allies in order to fight the existential threat that is climate change.,https://www.cfr.org/articles/andrew-yang,sentence-transformers/all-MiniLM-L6-v2,cpu,7,Environment,0.286637,19,International affairs,0.263140,0.023497,7,0.447214,true,climate_energy
1f2e7b3c5769944a7455e31b,race-ea5afd75c9af396451a4,Marianne D. Williamson,2020-03-03,opponent,"And I believe that anything less than $100 billion is an insult. And I believe that $200 billion to $500 billion is politically feasible today, because so many Americans realize there is an injustice that continues to form a toxicity underneath the surface, an emotional turbulence that only reparations will heal.",https://transcripts.cnn.com/show/se/date/2019-07-30/segment/01,sentence-transformers/all-MiniLM-L6-v2,cpu,8,Energy,0.201631,19,International affairs,0.187759,0.013872,,0.000000,false,civil_rights
5fdbf2a9ce307a14bae15597,race-ea5afd75c9af396451a4,Amy J. Klobuchar,2020-03-03,opponent,There are 149 million Americans that would lose their current health insurance under Senator Sanders' bill.,https://www.nbcnews.com/politics/2020-election/full-transcript-ninth-democratic-debate-las-vegas-n1139546,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.294332,4,Agriculture,0.143610,0.150722,3,0.447214,true,healthcare
c2a91b8fb6fe7fe3d5be65b4,race-ea5afd75c9af396451a4,Juli Castro,2020-03-03,opponent,"I just think it's a mistake, Beto. I think it's a mistake. And I think that if you truly want to change the system then we've got to repeal that section.",https://transcripts.cnn.com/show/se/date/2019-06-26/segment/01,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.185126,9,Immigration,0.139742,0.045384,,0.000000,false,immigration
c2a91b8fb6fe7fe3d5be65b4,race-ea5afd75c9af396451a4,Juli Castro,2020-03-03,opponent,I want to strengthen Medicare for the people who are on it and then expand it to anybody who wants it.,https://www.nbcnews.com/politics/2020-election/democratic-debate-transcript-july-31-2019-n1038016,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.398911,13,Social welfare,0.236366,0.162546,3,0.447214,true,healthcare
c2a91b8fb6fe7fe3d5be65b4,race-ea5afd75c9af396451a4,Juli Castro,2020-03-03,opponent,The only way that we’re going to guarantee that we don’t have family separations in this country again is to repeal Section 1325 of the Immigration Nationality Act.,https://www.nbcnews.com/politics/2020-election/democratic-debate-transcript-july-31-2019-n1038016,sentence-transformers/all-MiniLM-L6-v2,cpu,9,Immigration,0.268402,23,"Culture, family and social issues",0.172767,0.095635,9,0.447214,true,immigration
c2a91b8fb6fe7fe3d5be65b4,race-ea5afd75c9af396451a4,Juli Castro,2020-03-03,opponent,"When we talk about criminal justice reform, there are a lot of things that we can talk about — sentencing reform, cash bail reform, investing in public defenders, diversion programs.",https://www.nbcnews.com/politics/2020-election/democratic-debate-transcript-july-31-2019-n1038016,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.667919,20,Government operations,0.376492,0.291427,12,0.447214,true,public_safety
32c462f19c3e8e2f3109f702,race-a493243e3fd4b72b829f,Kenyan R. McDuffie,2026-06-16,opponent,"I’ll bring down housing costs by building more homes, using city dollars wisely to expand affordable housing, and protecting affordable multifamily buildings from being lost in a tough economy.",https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-kenyan-mcduffie/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.490552,10,Transportation,0.305148,0.185403,14,0.447214,true,housing
32c462f19c3e8e2f3109f702,race-a493243e3fd4b72b829f,Kenyan R. McDuffie,2026-06-16,opponent,"My approach to public safety treats violence as a public health crisis, not just an enforcement challenge.",https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-kenyan-mcduffie/,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.452658,4,Agriculture,0.266264,0.186394,3,0.447214,false,public_safety
32c462f19c3e8e2f3109f702,race-a493243e3fd4b72b829f,Kenyan R. McDuffie,2026-06-16,opponent,"As previously stated, my administration will boost the Mayor’s Office of Legal Counsel, strengthen the District’s federal advocacy operation, and end cooperation with ICE on Day 1 to signal that D.C. governs itself as a full partner in American democracy.",https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-kenyan-mcduffie/,sentence-transformers/all-MiniLM-L6-v2,cpu,20,Government operations,0.269873,12,"Law, crime and justice",0.212672,0.057201,,0.000000,false,immigration
32c462f19c3e8e2f3109f702,race-a493243e3fd4b72b829f,Kenyan R. McDuffie,2026-06-16,opponent,"D.C. statehood has overwhelming support among Washingtonians, and as Mayor I will use every tool available to turn that local consensus into national momentum.",https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-kenyan-mcduffie/,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.185004,23,"Culture, family and social issues",0.175123,0.009881,,0.000000,false,democracy
32c462f19c3e8e2f3109f702,race-a493243e3fd4b72b829f,Kenyan R. McDuffie,2026-06-16,opponent,"On the cost-of-living side, I will expand the Keep Child Care Affordable Tax Credit and open District-owned space to childcare providers at reduced rent, directly lowering what families pay.",https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-kenyan-mcduffie/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.383761,13,Social welfare,0.305595,0.078166,1,0.447214,false,education
277027a267f2cc5c342b5706,race-aed8879df9fbc709db76,Julián Castro,2020-03-03,opponent,"I just think it's a mistake, Beto. I think it's a mistake. And I think that if you truly want to change the system then we've got to repeal that section.",https://transcripts.cnn.com/show/se/date/2019-06-26/segment/01,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.185126,9,Immigration,0.139742,0.045384,,0.000000,false,immigration
9c2a2ba1db7dd8a79ebae91a,race-fd729fa07c67d3881087,Julia Salazar,2018-09-13,endorsed,"Expand the rent stabilization system to cover all New York apartments, so that no tenant is faced with the prospect of suddenly being evicted from their homes",https://web.archive.org/web/20180911171708/https://salazarforsenate.com/issues/housing,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.418958,13,Social welfare,0.204121,0.214836,14,0.894427,true,housing
9c2a2ba1db7dd8a79ebae91a,race-fd729fa07c67d3881087,Julia Salazar,2018-09-13,endorsed,"Secure state financing for truly and deeply affordable housing–housing that’s affordable to the working-class residents of North Brooklyn, not just the rich.",https://web.archive.org/web/20180911171708/https://salazarforsenate.com/issues/housing,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.382133,13,Social welfare,0.287330,0.094802,14,0.447214,true,housing
c300875cecaa277ac58fa251,race-bd0a707d919d98a6334c,Omar Fateh,2022-08-09,endorsed,"I believe housing is a fundamental human right. In order to realize a future without homelessness, we must take the needs of all our diverse communities into account and protect against displacement while we build the affordable housing we need for the next fifty years.",https://web.archive.org/web/20220805091527/https://omarfateh.org/housing.html,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.542398,13,Social welfare,0.324679,0.217719,13,0.447214,false,housing
c300875cecaa277ac58fa251,race-bd0a707d919d98a6334c,Omar Fateh,2022-08-09,endorsed,"The only permanent solution to this healthcare crisis is to enact a universal, single payer healthcare system in the state of Minnesota.",https://web.archive.org/web/20220806221750/https://omarfateh.org/healthcare.html,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.314082,13,Social welfare,0.274757,0.039325,3,0.447214,true,healthcare
c300875cecaa277ac58fa251,race-bd0a707d919d98a6334c,Omar Fateh,2022-08-09,endorsed,"As a democratic socialist, I know that a robust labor movement is central to achieving progressive change. I stand with my fellow workers as we fight for a living wage, paid sick/safe leave, parental leave, and more.",https://web.archive.org/web/20220129065657/https://omarfateh.org/labor.html,sentence-transformers/all-MiniLM-L6-v2,cpu,5,Labor and employment,0.335655,13,Social welfare,0.237636,0.098020,,0.000000,false,labor
5cf7705e1d69f6da43a16855,race-2c2133100c33cde0b378,Adam Bojak,2026-06-23,endorsed,"Corporations and landlords, in their reckless pursuit of profit, have made housing a luxury, instead of a right.",https://www.bojakforassembly.com/platform-policy,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.432844,8,Energy,0.226309,0.206534,14,0.447214,true,housing
5cf7705e1d69f6da43a16855,race-2c2133100c33cde0b378,Adam Bojak,2026-06-23,endorsed,"The REST Act, which will reform rent stabilization and regulation laws throughout the entire state (not just New York City) to make it easier for municipalities to pass rent stabilization measures;",https://www.bojakforassembly.com/platform-policy,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.360209,12,"Law, crime and justice",0.310891,0.049318,14,0.447214,true,housing
5cf7705e1d69f6da43a16855,race-2c2133100c33cde0b378,Adam Bojak,2026-06-23,endorsed,"Proper implementation of the Build Public Renewables Act, ensuring that public, renewable energy is built, and not hampered, by our state government or private utility corporations;",https://www.bojakforassembly.com/platform-policy,sentence-transformers/all-MiniLM-L6-v2,cpu,8,Energy,0.416490,21,Public lands and water,0.315657,0.100833,8,0.894427,true,climate_energy
5cf7705e1d69f6da43a16855,race-2c2133100c33cde0b378,Adam Bojak,2026-06-23,endorsed,"Re-evaluation of Good Cause Eviction, to bring crucial legislation protecting tenants from bad landlords and unjust evictions statewide;",https://www.bojakforassembly.com/platform-policy,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.409782,12,"Law, crime and justice",0.247709,0.162073,,0.000000,false,housing
5cf7705e1d69f6da43a16855,race-2c2133100c33cde0b378,Adam Bojak,2026-06-23,endorsed,"And passing Permanently Affordable Social Housing for New Yorkers (PASHNY), which would support the development of publicly owned, affordable housing, to curb neighborhood displacement and price gouging by private developers.",https://www.bojakforassembly.com/platform-policy,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.445968,13,Social welfare,0.313945,0.132023,14,0.447214,true,housing
106c76c88d6f0d559c17d6c6,race-ea5afd75c9af396451a4,Peter M. P. Buttigieg,2020-03-03,opponent,"End “right-to-work” laws, which ban union security in collective bargaining.",https://www.democracyinaction.us/2020/buttigieg/buttigiegpolicy072619workers.html,sentence-transformers/all-MiniLM-L6-v2,cpu,5,Labor and employment,0.577221,2,Civil rights and liberties,0.330103,0.247119,5,0.894427,true,labor
106c76c88d6f0d559c17d6c6,race-ea5afd75c9af396451a4,Peter M. P. Buttigieg,2020-03-03,opponent,Raise the federal minimum wage to $15 per hour and indexing to wage growth.,https://www.democracyinaction.us/2020/buttigieg/buttigiegpolicy072619workers.html,sentence-transformers/all-MiniLM-L6-v2,cpu,5,Labor and employment,0.235107,1,Macroeconomics,0.182781,0.052327,5,0.447214,true,labor
106c76c88d6f0d559c17d6c6,race-ea5afd75c9af396451a4,Peter M. P. Buttigieg,2020-03-03,opponent,"We aspire to make our society a net-zero emissions one no later than 2050, working aggressively toward immediate targets.",https://www.democracyinaction.us/2020/buttigieg/buttigiegpolicy090419climate.html,sentence-transformers/all-MiniLM-L6-v2,cpu,7,Environment,0.278476,8,Energy,0.237948,0.040528,7,0.447214,true,climate_energy
106c76c88d6f0d559c17d6c6,race-ea5afd75c9af396451a4,Peter M. P. Buttigieg,2020-03-03,opponent,"In addition to bolstering clean technologies, we will end subsidies for fossil fuel companies and close public lands to new fossil leases.",https://www.democracyinaction.us/2020/buttigieg/buttigiegpolicy090419climate.html,sentence-transformers/all-MiniLM-L6-v2,cpu,8,Energy,0.337053,21,Public lands and water,0.331986,0.005067,21,0.447214,false,climate_energy
