bundle_id,race_id,election_date,candidate_name,role,question_id,topic,question,original_question,complete_answer,answer_sha256,question_locator,answer_locator,answer_paragraph_count,question_scope,pairing_basis,corpus_exclusion_reason,review_caveat,excluded_publisher_paragraphs,source_id,metadata_document_id,source_url,final_url,source_raw_path,source_sha256,publication_date,publication_month,source_updated_date,available_by_date,archive_capture_date,timing_status,source_notes,review_method,record_type
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Donna Mercado Kim,opponent,q9,immigration,"What should be done to reform U.S. immigration policies, if anything?","9) What should be done to reform U.S. immigration policies, if anything?","America is a country of immigrants. It is the diversity that immigrants brought to this country that has made America the nation it is. Our industries depend on these immigrants, just as they have in the past. Immigration has always been a sensitive topic because there are those who view newcomers as competitors for jobs or homes or benefits. And while that may be true in some cases, many immigrants work at jobs Americans do not want to perform, such as farm workers and many service positions.

Some have attributed the loss of jobs to immigrants, but the reality is automation and technology have led to the bulk of the job loss. Coal miners are not losing their jobs because of immigrants but due to the end of coal as a fuel.

I believe America should continue to be the beacon of opportunity for the world.

I am reminded daily of the sacrifice of local boys who had to go to war to prove they were worthy of being Americans; they did, they fought, and they proved that being an American is not an incidence of birth but a matter of heart and mind.",232306f8f49171f3cfc6cb87f4d4eb25420f88010b6c1522beb9a6997958e9e1,paragraph 133,paragraphs 134-137,4,policy_or_campaign,same_published_question,,,,hi01-2018-kim,7d2bcf0956cd6a7071e55520-answers-028b9c467aca-28f409f94d1a,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-donna-mercado-kim-3/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-donna-mercado-kim-3/,data/raw/policy_hawaii_2018/hi01-2018-kim/028b9c467aca0f0770c667b59dfe0a52c7e6a610107322290c5b1f0deaef85bb.html,028b9c467aca0f0770c667b59dfe0a52c7e6a610107322290c5b1f0deaef85bb,2018-06-18,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Donna Mercado Kim,opponent,q10,military_presence,"What is your view of the role of the U.S. military in the islands, and would you like to see that role increased or decreased?","10) What is your view of the role of the U.S. military in the islands, and would you like to see that role increased or decreased?","I believe that the presence of the U.S. military is important for national security. We need to continue that presence not only for our national security but our own here in Hawaii. The legacy of World War II and the Cold War ensured we would have bases in the Western Pacific and East Asia, but times are changing and those bases may not be available in the future, so the need for forward deployment in Hawaii will grow.

Hawaii is a natural choice, and one which greatly boosts our economy. Military spending is one of our great economic pillars.",a8f250ec621e19d9debcbc48c5135dc1adb100c3c8f321700937d3e45764ca9c,paragraph 138,paragraphs 139-140,2,policy_or_campaign,same_published_question,,,,hi01-2018-kim,7d2bcf0956cd6a7071e55520-answers-028b9c467aca-28f409f94d1a,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-donna-mercado-kim-3/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-donna-mercado-kim-3/,data/raw/policy_hawaii_2018/hi01-2018-kim/028b9c467aca0f0770c667b59dfe0a52c7e6a610107322290c5b1f0deaef85bb.html,028b9c467aca0f0770c667b59dfe0a52c7e6a610107322290c5b1f0deaef85bb,2018-06-18,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Donna Mercado Kim,opponent,q11,gun_policy,"What specific reforms, if any, would you seek in gun control policies?","11) What specific reforms, if any, would you seek in gun control policies?","I fully support gun control measures that address more effective screening of gun applicants, and the elimination of devices which convert weapons into automatic mode. No guns should be sold to anyone under 21. I believe we should ban the use of automatic weapons nationwide, exempt hunting rifles, and require periodic training and mental health screening every five years.",7b0c43f967bac50dd4c7f0b495a04d2a3460ae415bc311c30c60af9dc86f8c5c,paragraph 141,paragraphs 142-142,1,policy_or_campaign,same_published_question,,,,hi01-2018-kim,7d2bcf0956cd6a7071e55520-answers-028b9c467aca-28f409f94d1a,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-donna-mercado-kim-3/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-donna-mercado-kim-3/,data/raw/policy_hawaii_2018/hi01-2018-kim/028b9c467aca0f0770c667b59dfe0a52c7e6a610107322290c5b1f0deaef85bb.html,028b9c467aca0f0770c667b59dfe0a52c7e6a610107322290c5b1f0deaef85bb,2018-06-18,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Donna Mercado Kim,opponent,q12,candidate_selected_issue,What other important issue would you like to discuss here?,12) What other important issue would you like to discuss here?,"As the first college graduate of my family, I have always supported education.

I believe that we must reduce the current barriers to education like rising tuition costs and student debt. We must increase graduate student stipends, maintain open access to community colleges, and lower interest rates on federal student loans. Educational grants to states must not be taxed.

I will support the Employment Non-discrimination Act to prevent gay, lesbian and transgender individuals from being fired because of their sexual orientation. This legislation expanded existing protections against discrimination in the workplace that include sexual orientation and gender identity.

I will continue to support a woman’s constitutionally-protected right to make her own decisions about her body. As a member of the Hawaii Legislature, I have supported initiatives to increase access to safe emergency contraceptives, provide better care for low-income women and children and for families living in rural or remote areas and will do so in Congress.",cf9bfb47e8469b4cde59c06e148ada157e54f3ca5545d29bd134de70a60adb66,paragraph 143,paragraphs 144-147,4,policy_or_campaign,same_published_question,,,,hi01-2018-kim,7d2bcf0956cd6a7071e55520-answers-028b9c467aca-28f409f94d1a,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-donna-mercado-kim-3/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-donna-mercado-kim-3/,data/raw/policy_hawaii_2018/hi01-2018-kim/028b9c467aca0f0770c667b59dfe0a52c7e6a610107322290c5b1f0deaef85bb.html,028b9c467aca0f0770c667b59dfe0a52c7e6a610107322290c5b1f0deaef85bb,2018-06-18,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Ernest Yorihiko Martin,opponent,q1,campaign_priorities,What would be your first priority if elected? How would that change if your party is in the majority? The minority?,1. What would be your first priority if elected? How would that change if your party is in the majority? The minority?,"My priorities aren’t dependent on which party controls the House. I will fight for what is best for Hawaii. I will work with allies on both sides of the aisle to ensure Hawaii gets its fair share. Given that, my first priority when elected is to develop a cohesive working relationship with Hawaii’s congressional delegation to ensure that we work together in advancing an agenda that focuses on Hawaii’s priorities first and foremost.

I would also seek to develop relationships with other congressional representatives, in both the House and Senate, who may have similar ideologies and state/federal interests.

In terms of specific legislative priorities, I’ll work to increase oversight of Veterans Affairs, so Hawaii’s veterans can receive timely access to the housing assistance, health care and employment training they deserve. I will also address homelessness and the need for affordable housing by ensuring that federal funding for these programs is protected and spent effectively.

And I’ll make sure that Hawaii is getting its fair share of infrastructure and transportation investments by advocating for additional federal investments and funding flexibility to get important local projects – like the rail transit project – done without additional burden on local taxpayers.",afe482e5d849e005ca3cf5f59095b099de3ac8bbc1a60174faba435f2312f2d1,paragraph 105,paragraphs 106-109,4,policy_or_campaign,same_published_question,,,,hi01-2018-martin,443b92f0ffe16ad173d76540-answers-8ee2cb6cce48-c68f9cdbcb3d,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,data/raw/policy_hawaii_2018/hi01-2018-martin/8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12.html,8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12,2018-06-25,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Ernest Yorihiko Martin,opponent,q2,house_leadership,Who would you support for Speaker of the House?,2. Who would you support for Speaker of the House?,"I can’t say who I would vote for, as I don’t know who will be running. I believe we need to respect all that Ms. Pelosi has done as Speaker while recognizing that we need some new blood in our party leadership. The status quo isn’t working for the people and that is what will drive my decision.",1bfd7f2812e2fff045c5fe7fb6d3de24233e6c94fd6797cb9b72d2656612a2fe,paragraph 110,paragraphs 111-111,1,policy_or_campaign,same_published_question,,,,hi01-2018-martin,443b92f0ffe16ad173d76540-answers-8ee2cb6cce48-c68f9cdbcb3d,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,data/raw/policy_hawaii_2018/hi01-2018-martin/8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12.html,8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12,2018-06-25,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Ernest Yorihiko Martin,opponent,q3,war_and_diplomacy,Under what circumstances should America go to war?,3. Under what circumstances should America go to war?,"Coming from a family with an extensive record of service, in particular, service in combat in Korea, Vietnam and Iraq, and whose brother died while in service to our country, military aggression should always be the last course of action taken by our nation in responding to a potential and/or real hostile threat.

While diplomacy is the preferred remedy, if we are facing a real and imminent threat or if we or our allies have been attacked, then we will have to face the reality of war. But, if this is the course of action that is the best option for our nation, as determined by our commander-in-chief, then the consent of Congress should be obtained.",e98c5b7de2cac4a2cc51b0c0106105e612d7f827874bb00b79de33c2e44d7e39,paragraph 112,paragraphs 113-114,2,policy_or_campaign,same_published_question,,,,hi01-2018-martin,443b92f0ffe16ad173d76540-answers-8ee2cb6cce48-c68f9cdbcb3d,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,data/raw/policy_hawaii_2018/hi01-2018-martin/8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12.html,8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12,2018-06-25,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Ernest Yorihiko Martin,opponent,q4,technology_regulation,Should Facebook be regulated by the federal government? How?,4. Should Facebook be regulated by the federal government? How?,"Given the influence, there needs to be a discussion about the rules that govern the news aspect of Facebook. This is a new challenge, and we need new rules to govern. I plan on taking part in that discussion, but it is too soon to give a specific solution to the problem of fake news on Facebook.",4bdb49da5c689fdee1862a91e7d6b639abd0a09950736712d5dbb4af770306a7,paragraph 115,paragraphs 116-116,1,policy_or_campaign,same_published_question,,,,hi01-2018-martin,443b92f0ffe16ad173d76540-answers-8ee2cb6cce48-c68f9cdbcb3d,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,data/raw/policy_hawaii_2018/hi01-2018-martin/8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12.html,8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12,2018-06-25,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Ernest Yorihiko Martin,opponent,q5,climate_energy,What should the United States do to control carbon emissions and slow climate change?,5. What should the United States do to control carbon emissions and slow climate change?,"We need to agree that the science is real and climate change is happening. We need to go back to the Paris Climate Agreement; we need to enforce the rules on the books. Unfortunately, the new Congress may have to spend quite a bit of time reinstituting the policies Trump has rolled back regarding our oceans, wildlife/sea life, clean air and clean water.",180043beb52081a3f207d4d8b88651af63c6563fb2483811e064e2532001bfa6,paragraph 117,paragraphs 118-118,1,policy_or_campaign,same_published_question,,,,hi01-2018-martin,443b92f0ffe16ad173d76540-answers-8ee2cb6cce48-c68f9cdbcb3d,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,data/raw/policy_hawaii_2018/hi01-2018-martin/8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12.html,8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12,2018-06-25,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Ernest Yorihiko Martin,opponent,q6,social_insurance,"Is it time to reform Social Security, Medicare and Medicaid? How?","6. Is it time to reform Social Security, Medicare and Medicaid? How?","Medicare and Medicaid relate to our need for universal health care. They are two of the four programs; the Affordable Care Act and the Veterans Administration are the other two, serving our health care needs. We should take what works from each system and fill in the gaps with new, creative policy that lowers the cost for everyone. We don’t have to reinvent the wheel; we just need to fix what’s broken.

As for Social Security, we need to be sure that it provides a decent standard of living for our elderly. Real cost of living adjustments based on real circumstances. Taking care of our elders requires more than increased Social Security payments. It requires affordable housing initiatives, transportation options and cost controlled health care options.",8a7d62d8fe21164a7e2899cbe5aa8e10a027b9eb8973ee933a3a88e669ea2408,paragraph 119,paragraphs 120-121,2,policy_or_campaign,same_published_question,,,,hi01-2018-martin,443b92f0ffe16ad173d76540-answers-8ee2cb6cce48-c68f9cdbcb3d,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,data/raw/policy_hawaii_2018/hi01-2018-martin/8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12.html,8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12,2018-06-25,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Ernest Yorihiko Martin,opponent,q7,taxes_and_spending,"Congress has struggled in recent years to reach agreement on budget deficits, the national debt and spending in general. What would be your approach to fiscal matters?","7. Congress has struggled in recent years to reach agreement on budget deficits, the national debt and spending in general. What would be your approach to fiscal matters?","I personally fail to see why Congress has failed to come to a consensus on passing a fiscally responsible budget year after year. Common sense needs to prevail – we should only budget for what we can afford and not resort to passing an unbalanced budget that adds to our national debt. Congress should focus on a budget that assures that the needs of our citizens are addressed first and foremost; in particular, those from socially and economically challenged circumstances before considering corporate tax breaks. Congress needs to adopt legislation that mandates the adoption of a balanced annual budget by a specified date or forego this responsibility. There seems to be no urgency on this issue.",309782a75cb612df0cac277e705024c5060844699515c20d4e9ab11d0788dd4c,paragraph 122,paragraphs 123-123,1,policy_or_campaign,same_published_question,,,,hi01-2018-martin,443b92f0ffe16ad173d76540-answers-8ee2cb6cce48-c68f9cdbcb3d,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,data/raw/policy_hawaii_2018/hi01-2018-martin/8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12.html,8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12,2018-06-25,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Ernest Yorihiko Martin,opponent,q8,legislative_strategy,"Whatever happens in the midterm elections, Congress will remain deeply divided. What specifically would you do to help bridge the partisan divide in Washington?","8. Whatever happens in the midterm elections, Congress will remain deeply divided. What specifically would you do to help bridge the partisan divide in Washington?","Most people know that I don’t suffer fools lightly. In Washington, that means I’m going to be putting the people of Hawaii over partisan politics. There is real work to be done. I don’t believe that education, health care, personal and public safety should be used as bargaining chips. I will work with anyone who is willing, can bring good sensible solutions to the table and will help get things done.",1677298a03a890c135f206292dbec2f18a23153271ea6801154ec69216a8a94c,paragraph 124,paragraphs 125-125,1,policy_or_campaign,same_published_question,,,,hi01-2018-martin,443b92f0ffe16ad173d76540-answers-8ee2cb6cce48-c68f9cdbcb3d,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,data/raw/policy_hawaii_2018/hi01-2018-martin/8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12.html,8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12,2018-06-25,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Ernest Yorihiko Martin,opponent,q9,immigration,"What should be done to reform U.S. immigration policies, if anything?","9. What should be done to reform U.S. immigration policies, if anything?","Separating families is never a good idea. I believe immigration is a federal issue and many of our problems come from the Department of Homeland Security securing local law enforcement to do a federal job without all of the necessary training and oversight. We can only ask our local police to do so much. We also need to take a real look at who we are deporting. While sending criminals home may make sense, deporting people who have lived here for decades and contributed to America’s growth and prosperity should have a path to citizenship.",5c99c85accf500e5063988c532f04debdbf100572ddf0fc236dd155b93effdef,paragraph 126,paragraphs 127-127,1,policy_or_campaign,same_published_question,,,,hi01-2018-martin,443b92f0ffe16ad173d76540-answers-8ee2cb6cce48-c68f9cdbcb3d,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,data/raw/policy_hawaii_2018/hi01-2018-martin/8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12.html,8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12,2018-06-25,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Ernest Yorihiko Martin,opponent,q10,military_presence,"What is your view of the role of the U.S. military in the islands, and would you like to see that role increased or decreased?","10. What is your view of the role of the U.S. military in the islands, and would you like to see that role increased or decreased?","While we are all hopeful that the recent summit in Singapore will result in the denuclearization of North Korea, we have to be realistic and prepare for the “worst case scenario.” The threat from North Korea is real and we also need to be mindful of potential threats from countries, such as China and Russia, that already possess the nuclear capabilities to do harm to our nation and allies.

Hawaii is a strategic location and the role of the military is critical, otherwise there would not be the need to have the Pacific Command situated in our state. Based on the informational briefings that I have had from the military, at a minimum, I would favor the addition of advanced defense systems, such as high-level radar systems, as opposed to nuclear missiles or massive troop buildup, to strengthen our military capabilities.",b40da2769b918dec975237296c3a5fd288832f717456a728c589b59ff8dfa7ca,paragraph 128,paragraphs 129-130,2,policy_or_campaign,same_published_question,,,,hi01-2018-martin,443b92f0ffe16ad173d76540-answers-8ee2cb6cce48-c68f9cdbcb3d,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,data/raw/policy_hawaii_2018/hi01-2018-martin/8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12.html,8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12,2018-06-25,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Ernest Yorihiko Martin,opponent,q11,gun_policy,"What specific reforms, if any, would you seek in gun control policies?","11. What specific reforms, if any, would you seek in gun control policies?","We need to ban assault weapons and bump stocks, expand background checks and ensure that the ATF has the 21st century technology necessary to effectively enforce our laws. But we need to do more. Anyone who has been convicted of domestic abuse or a hate crime should not have access to a gun. We need to provide additional funding to schools specifically for full-time counselors so that we can help with their mental health issues when they start and prevent some of their violent behaviors.",10b7986b3eb17b24653246c17a124a4e7498ccad9adf158c8158b4ecb2ce40d1,paragraph 131,paragraphs 132-132,1,policy_or_campaign,same_published_question,,,,hi01-2018-martin,443b92f0ffe16ad173d76540-answers-8ee2cb6cce48-c68f9cdbcb3d,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,data/raw/policy_hawaii_2018/hi01-2018-martin/8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12.html,8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12,2018-06-25,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Ernest Yorihiko Martin,opponent,q12,candidate_selected_issue,What other important issue would you like to discuss here?,12. What other important issue would you like to discuss here?,"Being the only candidate that has served in both the executive and legislative branches of government, I have a firm understanding of the necessity of working within both branches to achieve a local, state and/or federal objective. While each prospective candidate will articulate his/her legislative priorities, even if he/she is successful in advancing his/her agenda through the Congress, it will also necessitate some level of support, in most, if not in all instances, from the executive branch to be effectuated.

Therefore, I will also work to develop relationships within the agencies of the executive branch to develop a reasonable understanding of its priorities and capabilities to advocate for Hawaii’s interests.",2ff8ff4a8c0e0e12efb0dae225df75164d4cef68f941c2874d35f8cd626f0061,paragraph 133,paragraphs 134-135,2,policy_or_campaign,same_published_question,,,,hi01-2018-martin,443b92f0ffe16ad173d76540-answers-8ee2cb6cce48-c68f9cdbcb3d,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,https://www.civilbeat.org/2018/06/candidate-qa-u-s-house-district-1-ernie-martin/,data/raw/policy_hawaii_2018/hi01-2018-martin/8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12.html,8ee2cb6cce4867226390b6a71d16243231616e8271649ec2aee7f1fea9058e12,2018-06-25,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Sam Puletasi,opponent,q1,campaign_priorities,What would be your first priority if elected? How would that change if your party is in the majority? The minority?,1. What would be your first priority if elected? How would that change if your party is in the majority? The minority?,"There are many issues that need to be addressed regardless of which party is in the majority. I will work to reinstate DACA and restore protection for those who were brought to our country as children and know no other country as home but the United States. I will work to provide funding for affordable housing and mental health services and programs to try and alleviate the homeless problem we face here in Hawaii.

I will support gun control to protect our children and hopefully to minimize the tens of thousands of gun-related deaths that occur every year. I will fight to reinstate net neutrality, tougher regulations on Wall Street and the protections for our ocean resources now threatened by deregulation and offshore drilling. I will also vigorously fight to overturn the Citizens United decision that ushered in a new age of plutocracy.",70c379e45fe076a364580c46b997daf9fb7a241cbeead090536ffb2abda352c1,paragraph 105,paragraphs 106-107,2,policy_or_campaign,same_published_question,,,,hi01-2018-puletasi,a2eba04cb3aa1e9a3165e297-answers-55eb503218fd-f8188550c707,https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-sam-puletasi/,https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-sam-puletasi/,data/raw/policy_hawaii_2018/hi01-2018-puletasi/55eb503218fdb1243ed65d12cc5b20f4e70b6df84171603fd210594fd4c89af6.html,55eb503218fdb1243ed65d12cc5b20f4e70b6df84171603fd210594fd4c89af6,2018-07-03,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Sam Puletasi,opponent,q2,house_leadership,Who would you support for Speaker of the House?,2. Who would you support for Speaker of the House?,I will support anyone who will work to remove the corrupting influence of money in politics. Citizens United needs to be overturned.,2f1634ba45dfd465a4afd1f197fab37723c8ccc862e8acc63ad3645c23af4652,paragraph 108,paragraphs 109-109,1,policy_or_campaign,same_published_question,,,,hi01-2018-puletasi,a2eba04cb3aa1e9a3165e297-answers-55eb503218fd-f8188550c707,https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-sam-puletasi/,https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-sam-puletasi/,data/raw/policy_hawaii_2018/hi01-2018-puletasi/55eb503218fdb1243ed65d12cc5b20f4e70b6df84171603fd210594fd4c89af6.html,55eb503218fdb1243ed65d12cc5b20f4e70b6df84171603fd210594fd4c89af6,2018-07-03,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
hi01-2018,race-a5c9cc4ff2b525bcb410,2018-08-11,Sam Puletasi,opponent,q3,war_and_diplomacy,Under what circumstances should America go to war?,3. Under what circumstances should America go to war?,As a last resort and only when there is a clear and present threat to our national security. There should also be an international consensus and an international coalition to address that threat.,ad539671c7ae027d5aa184bbc5c427d7ec7675ecee30ee9db96d335eda6905cf,paragraph 110,paragraphs 111-111,1,policy_or_campaign,same_published_question,,,,hi01-2018-puletasi,a2eba04cb3aa1e9a3165e297-answers-55eb503218fd-f8188550c707,https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-sam-puletasi/,https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-sam-puletasi/,data/raw/policy_hawaii_2018/hi01-2018-puletasi/55eb503218fdb1243ed65d12cc5b20f4e70b6df84171603fd210594fd4c89af6.html,55eb503218fdb1243ed65d12cc5b20f4e70b6df84171603fd210594fd4c89af6,2018-07-03,,,,,pre_primary_supported,Dated pre-primary source; candidate answers or direct attributed statements only. Statistical and historical claims are not independently certified.,assistant_source_review_not_independent_human_gold,complete_candidate_answer_not_independent_stance_gold
