race_id,question_id,question,topic,endorsed_candidate,other_democrat,endorsed_option,other_option,code_relationship,endorsed_explanation,other_explanation,caveats,interpretation_limit
race-d0d830cb7a9e40e91152,question6,What is your preferred path to creating more affordable housing?,Housing,Zohran Kwame Mamdani,Adrienne E. Adams,Promote policies that give renters more control over their housing and curb real estate speculation,"Push to expand development rights in every community district, with existing affordable housing set-asides",different_publisher_option,"“To achieve our goal of housing every New Yorker, we must reform our disjointed planning and zoning processes to create a holistic vision for affordability, equity, and growth. I will create a comprehensive, citywide planning process.”",“Our city can ensure every area helps contribute to confronting the housing crisis by creating more housing.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question6,What is your preferred path to creating more affordable housing?,Housing,Zohran Kwame Mamdani,Michael Blake,Promote policies that give renters more control over their housing and curb real estate speculation,Promote policies that give renters more control over their housing and curb real estate speculation,same_publisher_option,"“To achieve our goal of housing every New Yorker, we must reform our disjointed planning and zoning processes to create a holistic vision for affordability, equity, and growth. I will create a comprehensive, citywide planning process.”","“Housing is a right, not a luxury, and I will ensure every New Yorker can afford to live here.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question6,What is your preferred path to creating more affordable housing?,Housing,Zohran Kwame Mamdani,Andrew M. Cuomo,Promote policies that give renters more control over their housing and curb real estate speculation,"Push to expand development rights in every community district, with existing affordable housing set-asides",different_publisher_option,"“To achieve our goal of housing every New Yorker, we must reform our disjointed planning and zoning processes to create a holistic vision for affordability, equity, and growth. I will create a comprehensive, citywide planning process.”","“I will make housing more affordable by insuring that tax abatement programs such as 485x are sufficient to incentivize affordable housing development, increase public subsidies for affordable housing (including from City pension funds to the extent appropriate), accelerating development in high density areas recently rezoned under the City of Yes, and partnering with faith based institutions to build affordable housing.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question6,What is your preferred path to creating more affordable housing?,Housing,Zohran Kwame Mamdani,Brad Lander,Promote policies that give renters more control over their housing and curb real estate speculation,"Push to expand development rights in every community district, with existing affordable housing set-asides",different_publisher_option,"“To achieve our goal of housing every New Yorker, we must reform our disjointed planning and zoning processes to create a holistic vision for affordability, equity, and growth. I will create a comprehensive, citywide planning process.”","“All of the above! My plan includes building 500,000 new units (focusing on genuinely affordable), preserving what we have, protecting tenants from eviction, and increasing pathways to home ownership.”",The campaign says all of the above; the publisher's single code is not an exclusive preference.,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question6,What is your preferred path to creating more affordable housing?,Housing,Zohran Kwame Mamdani,Zellnor Myrie,Promote policies that give renters more control over their housing and curb real estate speculation,"Push to expand development rights in every community district, with existing affordable housing set-asides",different_publisher_option,"“To achieve our goal of housing every New Yorker, we must reform our disjointed planning and zoning processes to create a holistic vision for affordability, equity, and growth. I will create a comprehensive, citywide planning process.”","His plan to build 1 million homes “includes some upzoning, some commercial residential conversions, building in places that are already dense, building in industrial areas that can be converted to residential, and being creative about what we're doing on our public housing sites.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question6,What is your preferred path to creating more affordable housing?,Housing,Zohran Kwame Mamdani,Jessica Ramos,Promote policies that give renters more control over their housing and curb real estate speculation,"Push to expand development rights in every community district, with existing affordable housing set-asides",different_publisher_option,"“To achieve our goal of housing every New Yorker, we must reform our disjointed planning and zoning processes to create a holistic vision for affordability, equity, and growth. I will create a comprehensive, citywide planning process.”","Ramos' campaign said she wants to do all of the above. “For a long time, New York City has prayed that affordable housing is magically going to trickle down from all of these tax abatements that are given to big real estate without actually looking at some of the solutions that have been hiding in plain sight for a while.”",The campaign says it wants all offered approaches; a single code cannot establish rejection of the others.,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question6,What is your preferred path to creating more affordable housing?,Housing,Zohran Kwame Mamdani,Scott M. Stringer,Promote policies that give renters more control over their housing and curb real estate speculation,"Push to expand development rights in every community district, with existing affordable housing set-asides",different_publisher_option,"“To achieve our goal of housing every New Yorker, we must reform our disjointed planning and zoning processes to create a holistic vision for affordability, equity, and growth. I will create a comprehensive, citywide planning process.”","“We now have in this city a thousand at least vacant parcels of land. The city owns it. We give it away to speculators. It's time that we gave it to the not-for-profit communities"" for housing development.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question6,What is your preferred path to creating more affordable housing?,Housing,Zohran Kwame Mamdani,Whitney R. Tilson,Promote policies that give renters more control over their housing and curb real estate speculation,"Push to expand development rights in every community district, with existing affordable housing set-asides",different_publisher_option,"“To achieve our goal of housing every New Yorker, we must reform our disjointed planning and zoning processes to create a holistic vision for affordability, equity, and growth. I will create a comprehensive, citywide planning process.”","“80,000 units in 15 years is at best 10% of what’s necessary. So I’m going to go in and fight for the other 90%.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question7,How should the next mayor manage decaying public housing?,Housing,Zohran Kwame Mamdani,Adrienne E. Adams,Public housing is public. Stop bringing in private management to take over,,no_coded_option,"“Prioritize resident-led processes to address NYCHA’s ongoing capital needs, while finding new solutions.... I also vow to fight for Albany to overturn its decades of investment and at a bare minimum start to match City funding.”","“We need to repair and maintain public housing units, allow residents to opt-in to private management, and pursue public-private financing models of public housing development that are more financially sustainable for NYCHA. Residents must help guide the options available with clear communication about their trade-offs.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question7,How should the next mayor manage decaying public housing?,Housing,Zohran Kwame Mamdani,Michael Blake,Public housing is public. Stop bringing in private management to take over,Consider private management for existing public housing,different_publisher_option,"“Prioritize resident-led processes to address NYCHA’s ongoing capital needs, while finding new solutions.... I also vow to fight for Albany to overturn its decades of investment and at a bare minimum start to match City funding.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question7,How should the next mayor manage decaying public housing?,Housing,Zohran Kwame Mamdani,Andrew M. Cuomo,Public housing is public. Stop bringing in private management to take over,Pursue new development on NYCHA property with private landlords,different_publisher_option,"“Prioritize resident-led processes to address NYCHA’s ongoing capital needs, while finding new solutions.... I also vow to fight for Albany to overturn its decades of investment and at a bare minimum start to match City funding.”","A spokesperson for Cuomo's campaign said that none of the available responses reflect his policies, which are to “leverage a combination of public and private resources to improve NYCHA housing, in close partnership with residents themselves.”",Publisher explicitly says the campaign considers none of the offered options an accurate fit; preserve its mixed public/private and resident-partnership explanation.,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question7,How should the next mayor manage decaying public housing?,Housing,Zohran Kwame Mamdani,Brad Lander,Public housing is public. Stop bringing in private management to take over,Pursue new development on NYCHA property with private landlords,different_publisher_option,"“Prioritize resident-led processes to address NYCHA’s ongoing capital needs, while finding new solutions.... I also vow to fight for Albany to overturn its decades of investment and at a bare minimum start to match City funding.”","“The choice must be made by a majority vote of residents in any NYCHA development. Residents should have all options to consider: private management, Preservation Trust, infill, or remaining traditional Section 9.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question7,How should the next mayor manage decaying public housing?,Housing,Zohran Kwame Mamdani,Zellnor Myrie,Public housing is public. Stop bringing in private management to take over,Pursue new development on NYCHA property with private landlords,different_publisher_option,"“Prioritize resident-led processes to address NYCHA’s ongoing capital needs, while finding new solutions.... I also vow to fight for Albany to overturn its decades of investment and at a bare minimum start to match City funding.”",Myrie wants to allow NYCHA residents to “have a say in whether new development would happen.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question7,How should the next mayor manage decaying public housing?,Housing,Zohran Kwame Mamdani,Jessica Ramos,Public housing is public. Stop bringing in private management to take over,Public housing is public. Stop bringing in private management to take over,same_publisher_option,"“Prioritize resident-led processes to address NYCHA’s ongoing capital needs, while finding new solutions.... I also vow to fight for Albany to overturn its decades of investment and at a bare minimum start to match City funding.”","“No private management of our NYCHA buildings, no developers, no land for sale, no infills, no any of that. We have to keep public housing, public housing.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question7,How should the next mayor manage decaying public housing?,Housing,Zohran Kwame Mamdani,Scott M. Stringer,Public housing is public. Stop bringing in private management to take over,Public housing is public. Stop bringing in private management to take over,same_publisher_option,"“Prioritize resident-led processes to address NYCHA’s ongoing capital needs, while finding new solutions.... I also vow to fight for Albany to overturn its decades of investment and at a bare minimum start to match City funding.”","“My administration will unlock $40B for repairs and modernization of NYCHA, leveraging federal and state funding to address the repair backlog, eliminate mold and lead permanently, make sustainable upgrades, and revive the uninhabitable units to provide urgently needed housing.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question7,How should the next mayor manage decaying public housing?,Housing,Zohran Kwame Mamdani,Whitney R. Tilson,Public housing is public. Stop bringing in private management to take over,Pursue new development on NYCHA property with private landlords,different_publisher_option,"“Prioritize resident-led processes to address NYCHA’s ongoing capital needs, while finding new solutions.... I also vow to fight for Albany to overturn its decades of investment and at a bare minimum start to match City funding.”",“The development partner would come in and front the money and build brand new buildings in empty parking lots...nobody gets displaced.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question8,What should the Rent Guidelines Board do next year?,Housing,Zohran Kwame Mamdani,Adrienne E. Adams,"Freeze rents, period",Freeze rents if economic analysis determines it's feasible,different_publisher_option,"“Yes, I will freeze the rent every single year that I am the mayor of New York City.”","“I certainly would consider a rent freeze and certainly would support it, but I don't want it to be to the detriment of our renters, where there could be retaliation.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question8,What should the Rent Guidelines Board do next year?,Housing,Zohran Kwame Mamdani,Michael Blake,"Freeze rents, period",Freeze rents if economic analysis determines it's feasible,different_publisher_option,"“Yes, I will freeze the rent every single year that I am the mayor of New York City.”",“I think there should be a rent freeze on some of the rent-stabilized units. I think across the board we have to assess on if that's even feasible itself. But we're talking about effectively less than half of New Yorkers that would be applicable to.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question8,What should the Rent Guidelines Board do next year?,Housing,Zohran Kwame Mamdani,Andrew M. Cuomo,"Freeze rents, period",Freeze rents if economic analysis determines it's feasible,different_publisher_option,"“Yes, I will freeze the rent every single year that I am the mayor of New York City.”","Cuomo vows to appoint Rent Guidelines Board members who make decisions that limit rent increases while also addressing landlords' needs to keep up with costs that include maintenance, insurance, taxes and utilities.",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question8,What should the Rent Guidelines Board do next year?,Housing,Zohran Kwame Mamdani,Brad Lander,"Freeze rents, period",Freeze rents if economic analysis determines it's feasible,different_publisher_option,"“Yes, I will freeze the rent every single year that I am the mayor of New York City.”","“This year, the evidence supports a rent freeze. The proposed increases are far beyond justification.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question8,What should the Rent Guidelines Board do next year?,Housing,Zohran Kwame Mamdani,Zellnor Myrie,"Freeze rents, period",Freeze rents if economic analysis determines it's feasible,different_publisher_option,"“Yes, I will freeze the rent every single year that I am the mayor of New York City.”","“I'm a rent stabilized tenant. I grew up in a rent-stabilized apartment, and my mom still lives in that apartment that she raised me in. So I didn't just adopt protecting tenants for my campaign.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question8,What should the Rent Guidelines Board do next year?,Housing,Zohran Kwame Mamdani,Jessica Ramos,"Freeze rents, period","Freeze rents, period",same_publisher_option,"“Yes, I will freeze the rent every single year that I am the mayor of New York City.”","Ramos says she's ""proud to have been a part of the administration that delivered on rent freezes,"" adding: ""I am ready to win a rent freeze again.",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question8,What should the Rent Guidelines Board do next year?,Housing,Zohran Kwame Mamdani,Scott M. Stringer,"Freeze rents, period","The Rent Guidelines Board should set rent increases, in line with landlords' actual costs",different_publisher_option,"“Yes, I will freeze the rent every single year that I am the mayor of New York City.”","“We are in the midst of a massive affordability crisis. The city needs to take steps to ensure families have safe, healthy, livable conditions to reside in, and that means meeting the needs of the landlords serving the people.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question8,What should the Rent Guidelines Board do next year?,Housing,Zohran Kwame Mamdani,Whitney R. Tilson,"Freeze rents, period","The Rent Guidelines Board should set rent increases, in line with landlords' actual costs",different_publisher_option,"“Yes, I will freeze the rent every single year that I am the mayor of New York City.”",“One of the main reasons we have a housing crisis [in] what should be the greatest real estate market in the country [is that] we've turned into a terrible and impossible market.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question9,What’s the best way to admit students to specialized high schools?,Schools,Zohran Kwame Mamdani,Adrienne E. Adams,Maintain the SHSAT as the exclusive test for all of the eight schools where it’s currently used for admission,,no_coded_option,"“As a Bronx Science alum and a former standardized test tutor, I’ve seen firsthand the promise and the failure of our specialized high schools and their admissions process.”",“I believe we must expand more specialized schools so more communities can participate based on grades and tests and not entirely focus on where we apply SHSAT.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question9,What’s the best way to admit students to specialized high schools?,Schools,Zohran Kwame Mamdani,Michael Blake,Maintain the SHSAT as the exclusive test for all of the eight schools where it’s currently used for admission,Demand state lawmakers remove the SHSAT as the sole path to admissions to the three schools,different_publisher_option,"“As a Bronx Science alum and a former standardized test tutor, I’ve seen firsthand the promise and the failure of our specialized high schools and their admissions process.”","“You have to ensure that there are more kids of color that get access to the specialized high schools. Fundamentally, I think it should be beyond just a test in the collective process.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question9,What’s the best way to admit students to specialized high schools?,Schools,Zohran Kwame Mamdani,Andrew M. Cuomo,Maintain the SHSAT as the exclusive test for all of the eight schools where it’s currently used for admission,Maintain the SHSAT as the exclusive test for all of the eight schools where it’s currently used for admission,same_publisher_option,"“As a Bronx Science alum and a former standardized test tutor, I’ve seen firsthand the promise and the failure of our specialized high schools and their admissions process.”","“I would suggest the city and the City Council comes up with their admission policy"" for schools whose admission the city controls, and the state legislature ""should then be informed by that admission policy for the remaining three.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question9,What’s the best way to admit students to specialized high schools?,Schools,Zohran Kwame Mamdani,Brad Lander,Maintain the SHSAT as the exclusive test for all of the eight schools where it’s currently used for admission,Maintain the SHSAT as the exclusive test for all of the eight schools where it’s currently used for admission,same_publisher_option,"“As a Bronx Science alum and a former standardized test tutor, I’ve seen firsthand the promise and the failure of our specialized high schools and their admissions process.”","“I’ll expand the number of high schools offering greater academic challenge and career pathways, creating new specialized schools that admit top students citywide to increase diversity, access, and opportunity.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question9,What’s the best way to admit students to specialized high schools?,Schools,Zohran Kwame Mamdani,Zellnor Myrie,Maintain the SHSAT as the exclusive test for all of the eight schools where it’s currently used for admission,Maintain the SHSAT as the exclusive test for all of the eight schools where it’s currently used for admission,same_publisher_option,"“As a Bronx Science alum and a former standardized test tutor, I’ve seen firsthand the promise and the failure of our specialized high schools and their admissions process.”","“I believe in that. I was a goofball in middle school. I was a class clown. I was going through puberty. I was trying to impress girls, so my grades were terrible. If there was something outside of the test, I'm not sure that I would have been successful, that the test is what allowed me to get into Brooklyn Tech, but I was only able to do that because I had the right preparation.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question9,What’s the best way to admit students to specialized high schools?,Schools,Zohran Kwame Mamdani,Jessica Ramos,Maintain the SHSAT as the exclusive test for all of the eight schools where it’s currently used for admission,"Maintain the SHSAT only for the three schools where it’s required by state law (Bronx Science, Brooklyn Tech, Stuyvesant)",different_publisher_option,"“As a Bronx Science alum and a former standardized test tutor, I’ve seen firsthand the promise and the failure of our specialized high schools and their admissions process.”","Ramos wants to build more specialized high schools and register middle school students for the test by default. “Our black and brown children are not being accepted into specialized high schools at the rate they should be, and we need to accept that one test cannot possibly capture the potential of each student.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question9,What’s the best way to admit students to specialized high schools?,Schools,Zohran Kwame Mamdani,Scott M. Stringer,Maintain the SHSAT as the exclusive test for all of the eight schools where it’s currently used for admission,Maintain the SHSAT as the exclusive test for all of the eight schools where it’s currently used for admission,same_publisher_option,"“As a Bronx Science alum and a former standardized test tutor, I’ve seen firsthand the promise and the failure of our specialized high schools and their admissions process.”",“I support the use of the SHSAT. And I also support great schools for all NYC kids. We need more specialized schools to give even more students opportunities and make sure we aren’t leaving talented students behind.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question9,What’s the best way to admit students to specialized high schools?,Schools,Zohran Kwame Mamdani,Whitney R. Tilson,Maintain the SHSAT as the exclusive test for all of the eight schools where it’s currently used for admission,Maintain the SHSAT as the exclusive test for all of the eight schools where it’s currently used for admission,same_publisher_option,"“As a Bronx Science alum and a former standardized test tutor, I’ve seen firsthand the promise and the failure of our specialized high schools and their admissions process.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question10,Just 28% of fourth graders are proficient in reading. What should the next mayor do to improve learning?,Schools,Zohran Kwame Mamdani,Adrienne E. Adams,"Stay on the current course, since scores are gradually improving",Reduce standardized testing in city public schools,different_publisher_option,"“NYC Reads is an important step in the right direction. We need to continue our citywide commitment to wide-scale literacy efforts, while honing our programming — including providing educators with support.”",“We must prioritize targeted support for students and families whose children need extra help.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question10,Just 28% of fourth graders are proficient in reading. What should the next mayor do to improve learning?,Schools,Zohran Kwame Mamdani,Michael Blake,"Stay on the current course, since scores are gradually improving",Reduce standardized testing in city public schools,different_publisher_option,"“NYC Reads is an important step in the right direction. We need to continue our citywide commitment to wide-scale literacy efforts, while honing our programming — including providing educators with support.”",,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question10,Just 28% of fourth graders are proficient in reading. What should the next mayor do to improve learning?,Schools,Zohran Kwame Mamdani,Andrew M. Cuomo,"Stay on the current course, since scores are gradually improving",,no_coded_option,"“NYC Reads is an important step in the right direction. We need to continue our citywide commitment to wide-scale literacy efforts, while honing our programming — including providing educators with support.”","“The Department of Education needs to improve the implementation of NYC Reads, which is a proven approach to teaching reading that has not been smoothly implemented. Increased teacher recruitment and retention and reduced chronic absenteeism are both essential elements of improving learning.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question10,Just 28% of fourth graders are proficient in reading. What should the next mayor do to improve learning?,Schools,Zohran Kwame Mamdani,Brad Lander,"Stay on the current course, since scores are gradually improving","Stay on the current course, since scores are gradually improving",same_publisher_option,"“NYC Reads is an important step in the right direction. We need to continue our citywide commitment to wide-scale literacy efforts, while honing our programming — including providing educators with support.”","“I have spelled out a Framework for Great Public Schools to enable every child to learn and thrive, through strong and consistent support and accountability in every school.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question10,Just 28% of fourth graders are proficient in reading. What should the next mayor do to improve learning?,Schools,Zohran Kwame Mamdani,Zellnor Myrie,"Stay on the current course, since scores are gradually improving","Stay on the current course, since scores are gradually improving",same_publisher_option,"“NYC Reads is an important step in the right direction. We need to continue our citywide commitment to wide-scale literacy efforts, while honing our programming — including providing educators with support.”","Myrie says he'll expand the NYC Reads initiative to include training for educators. “Teachers, by and large, support the NYC Reads initiative that focuses on evidence-based curriculum. They need some more support.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question10,Just 28% of fourth graders are proficient in reading. What should the next mayor do to improve learning?,Schools,Zohran Kwame Mamdani,Jessica Ramos,"Stay on the current course, since scores are gradually improving",Only promote children to the next grade once they can pass the reading test,different_publisher_option,"“NYC Reads is an important step in the right direction. We need to continue our citywide commitment to wide-scale literacy efforts, while honing our programming — including providing educators with support.”",Ramos believes that staying on the current course still leaves room to keep the option to hold children to make sure they are developing the skills they need.,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question10,Just 28% of fourth graders are proficient in reading. What should the next mayor do to improve learning?,Schools,Zohran Kwame Mamdani,Scott M. Stringer,"Stay on the current course, since scores are gradually improving",Only promote children to the next grade once they can pass the reading test,different_publisher_option,"“NYC Reads is an important step in the right direction. We need to continue our citywide commitment to wide-scale literacy efforts, while honing our programming — including providing educators with support.”","“My bold plan to improve this is to extend the public school day to 4:30 p.m. by collaborating with community nonprofits to provide free or low-cost after-school activities like academic tutoring, arts, sports, and STEM education.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question10,Just 28% of fourth graders are proficient in reading. What should the next mayor do to improve learning?,Schools,Zohran Kwame Mamdani,Whitney R. Tilson,"Stay on the current course, since scores are gradually improving",Only promote children to the next grade once they can pass the reading test,different_publisher_option,"“NYC Reads is an important step in the right direction. We need to continue our citywide commitment to wide-scale literacy efforts, while honing our programming — including providing educators with support.”","“The percentage of fourth graders reading below basic, that dropped from 53% to 38% under Mayor Bloomberg. Since he left — and we still have mayoral control, but not a mayor willing to use it to shape, to continue to reform the system — it's gone back up to 48%.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question12,What is your position on NYC’s sanctuary city laws?,Federal Government,Zohran Kwame Mamdani,Adrienne E. Adams,Change the laws: City authorities should further restrict cooperation with federal authorities,"Laws should remain as they are: City authorities should only cooperate with federal agents on immigration enforcement where a person has previously been convicted of a qualifying crime, regardless of new charges",different_publisher_option,“The Trump administration is waging war on the First Amendment and our constitutional rights as it continues to abduct New Yorkers from across our city. Any effort to cooperate with these efforts is a moral stain on our city. We should strengthen our sanctuary city laws.”,“Our sanctuary city laws are enough.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question12,What is your position on NYC’s sanctuary city laws?,Federal Government,Zohran Kwame Mamdani,Michael Blake,Change the laws: City authorities should further restrict cooperation with federal authorities,"Laws should remain as they are: City authorities should only cooperate with federal agents on immigration enforcement where a person has previously been convicted of a qualifying crime, regardless of new charges",different_publisher_option,“The Trump administration is waging war on the First Amendment and our constitutional rights as it continues to abduct New Yorkers from across our city. Any effort to cooperate with these efforts is a moral stain on our city. We should strengthen our sanctuary city laws.”,Blake's website says that on “day one” he would work with the City Council to affirm New York's sanctuary city status.,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question12,What is your position on NYC’s sanctuary city laws?,Federal Government,Zohran Kwame Mamdani,Andrew M. Cuomo,Change the laws: City authorities should further restrict cooperation with federal authorities,"Laws should remain as they are: City authorities should only cooperate with federal agents on immigration enforcement where a person has previously been convicted of a qualifying crime, regardless of new charges",different_publisher_option,“The Trump administration is waging war on the First Amendment and our constitutional rights as it continues to abduct New Yorkers from across our city. Any effort to cooperate with these efforts is a moral stain on our city. We should strengthen our sanctuary city laws.”,"“I wouldn’t do any ‘collaborative’ with ICE, ‘cooperative’ with ICE because I just frankly wouldn’t trust that they would live up to their representations.”",,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question12,What is your position on NYC’s sanctuary city laws?,Federal Government,Zohran Kwame Mamdani,Brad Lander,Change the laws: City authorities should further restrict cooperation with federal authorities,"Laws should remain as they are: City authorities should only cooperate with federal agents on immigration enforcement where a person has previously been convicted of a qualifying crime, regardless of new charges",different_publisher_option,“The Trump administration is waging war on the First Amendment and our constitutional rights as it continues to abduct New Yorkers from across our city. Any effort to cooperate with these efforts is a moral stain on our city. We should strengthen our sanctuary city laws.”,“I want to keep this a city where crimes are prosecuted and immigrants are welcome.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question12,What is your position on NYC’s sanctuary city laws?,Federal Government,Zohran Kwame Mamdani,Zellnor Myrie,Change the laws: City authorities should further restrict cooperation with federal authorities,"Laws should remain as they are: City authorities should only cooperate with federal agents on immigration enforcement where a person has previously been convicted of a qualifying crime, regardless of new charges",different_publisher_option,“The Trump administration is waging war on the First Amendment and our constitutional rights as it continues to abduct New Yorkers from across our city. Any effort to cooperate with these efforts is a moral stain on our city. We should strengthen our sanctuary city laws.”,“I plan to stand up for our sanctuary city laws so that our vulnerable New Yorkers can be protected. And this is not political. We got to fight when it's important for us.”,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
race-d0d830cb7a9e40e91152,question12,What is your position on NYC’s sanctuary city laws?,Federal Government,Zohran Kwame Mamdani,Jessica Ramos,Change the laws: City authorities should further restrict cooperation with federal authorities,"Laws should remain as they are: City authorities should only cooperate with federal agents on immigration enforcement where a person has previously been convicted of a qualifying crime, regardless of new charges",different_publisher_option,“The Trump administration is waging war on the First Amendment and our constitutional rights as it continues to abduct New Yorkers from across our city. Any effort to cooperate with these efforts is a moral stain on our city. We should strengthen our sanctuary city laws.”,,,Different codes are not automatically opposing platforms; read conditions and publisher explanations. These rows are not added to independently source-reviewed comparison counts.
